"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1
1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,0.362521705234062,0,0.0720366732154551,0,0.0238353196099673,0,0,0.270743313460592,0,1,0,0.208377183750789,0,1,1
1,1,1,1,1,0,0,0,0.106312292358804,0.275455158462576,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
1,1,1,1,0,1,0,0,0,0,0,0.346318937282584,0.806667697479662,0.953702024547689,0.878918254456054,0.782883408944587,0.497308119590297,0.854552965588631,0.945322622441047,0.648440635290625,0.329429013083457,0,1,0,0.605504587155963,0,1,1
1,0,1,1,1,1,1,0,0,0,0,0.379607047392348,0.764803338037676,0.885473812119154,0.290925467237109,0,0,0,0.710332968579021,0.70362473347548,0.987144699968863,0,0,1,1,1,1,1
1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0.955137481910275,0.22809444535628,0,0,0,1,0,1,1
1,0,0,0,1,1,1,0.0199022978107471,0,0.0158372126505734,0,0,0,0,1,1,0,0,0.726409532867485,0.835752671567114,0.542493865714923,0,1,0,1,1,1,1
1,0,1,0,1,0,1,0,0,0,0.0252197172334733,0.0702521723984439,1,1,0,1,0,0,0.882893337201431,0.63953310825713,0,1,1,1,0,1,1,1
1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0.054010802160432,0,0.672029474976973,0.932230316404873,0,0,1,0,1,0,1,1,1
1,1,0,0,1,0,1,0,0,0.262029537875179,0.0454649827784156,0.0424983902124921,1,0.426908150064683,0,0,0,0.778031152166351,0,1,1,1,1,0,1,1,1,1
1,1,0,1,0,1,1,0,0,0,0,0.0607250199349813,1,0,0,0,0.783606134811187,0.375019275250578,0.0506859756097562,1,1,0,0,0,1,1,1,1
1,1,0,1,0,0,0.937295171509723,0.444384594667385,0.0496215728534911,0.229761377302361,1,0,1,0,0,0,0.849755636134321,0,1,1,1,1,0,1,0,0,1,1
1,1,0,1,1,0,0,0,0,0,0.108864696734059,0,0.171745793095472,0,0,0.659346617866341,0.343818477415706,0,1,1,0,0.238957277335264,1,0,0,1,1,1
1,1,0.306406685236769,0,1,0,1,1,0.597924559380662,1,0,0,1,1,0,0.794511597517151,0.245651341810913,1,1,0.387185634851808,0,0,1,1,1,1,1,1
1,1,1,0,1,0.629443384775447,0,1,0,1,0,1,1,0,0.776738875672087,0.686811635131319,0,1,0,1,0.605504587155963,1,0.33099297893681,0,0,0.630705394190871,1,1
1,1,1,0,1,0,1,0,0,1,1,0.271564300142141,0,0.450351124595815,0.70362473347548,0.865492049849592,1,1,1,0,1,1,0.0865460267505901,1,1,0,0.238957277335264,1
1,1,1,1,1,0.12706969580285,0,1,1,0.0098199672667757,1,0,0,0.982783249379746,0.576975320251604,0.343018335684062,1,0,0,0,0,0.817120622568093,0.46335299073294,1,0.338230269900922,0,1,1
1,1,1,1,0.70362473347548,0,0,1,0,0,0,0,0.582103493368205,0.978015658866723,0.536960169566369,0,1,1,0,0,1,1,1,1,0,0.356756756756757,1,1
1,1,1,1,0,0,0.848569434752268,0.191996897019846,0.300351059680146,0,0,0.786108811287158,0.710657395078167,0.930730960581707,0,1,0,1,0.578609000584454,1,0,0.760951188986233,0.426908150064683,1,1,0.238957277335264,1,1
1,1,1,0,1,0.297089126738021,1,0,0,0,0,0,0,0.345291852508519,0,0.0408972611228159,1,1,0,0,0.314476305986312,0,0.0233232030532192,0,0,1,1,1
1,1,1,1,0,1,1,0.333757463051777,0,0,0.28242945070259,0.46562004266725,0,0.02163200683116,0,1,0,1,0,1,1,1,1,1,0,1,1,1
1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0.947778643803585,0,0.77427570837313,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
