"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0.994145511016966,1,1,1,1,1,1,1,1,1
1,1,1,0.91191340881578,0.94336043609978,0.793230140570766,0.896872104516817,0.891532755922558,0.853741245434562,0.865351682704508,0.950215605325153,1,1,1
1,1,1,1,1,1,1,1,1,0.987804562284767,0.984153147423207,1,1,1
1,1,1,1,1,1,1,1,1,0.958333333333333,1,1,1,1
1,1,1,1,1,1,1,1,0.972947469762756,0.898772429548445,1,1,1,1
1,1,1,1,1,1,1,1,0.930194010570828,1,1,1,1,1
1,1,1,1,1,1,1,0.938643933647726,0.861817970069295,1,1,1,1,1
1,1,1,1,1,1,0.931390575171358,0.911729141475212,1,1,1,1,1,1
1,1,1,1,1,1,0.999505195447798,1,1,1,1,1,1,1
1,1,1,1,1,0.947772993300453,0.94724590146847,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1
