"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.443021766965429,0.24910007199424,0.780646778641264,0.868942423960562,0.921029281277728,0.837826199293773,1,0,0,0,0.598270893371758,0.598270893371758,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0.967575094489755,1,1,0,0,1,1,1,0,1,1,1,1,1,0.598270893371758,0.677398303241244,0.695803727041158,1,1,1
1,1,1,1,0,0,0,1,0,1,0,0,1,0.383337026368269,0,0,0,0,0.347273335563734,0,0.299527202503829,0.341326772948154,0,1,0.370846730975348,0.598270893371758,1,1
1,1,1,0,0,1,1,0,0,1,0,0,0.0553334399488246,0,0,0,0.0696254891000559,0,0,0,1,0,0,0,0,0.0905522114629678,1,1
1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0.619997610799188,1,1
1,1,1,1,1,1,0,0,0.801312830486841,0.450223956075712,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1
1,0,0,1,0.7086399150421,1,0.166566936059463,0.93019037007011,0.689047785978746,0.308505966959729,0.315973575590402,0.495932392819678,0.909523803768623,0.883564840410179,0.848122974149929,0.919016577670165,0.760448521916412,0.379223209307988,0.287388407787598,0.712589753792009,0.484397574947869,1,0,0.86284289276808,0,0.892699954469571,1,1
1,1,0,1,1,1,0,0.625165562913907,1,0.335407392202394,0.232015710948335,0.693373081174629,0.630991762340274,0,0.141956572495914,0.678659094315052,0.660795422673473,0,0.0291638186375028,0.60713589393644,0.540612757863273,0.198213539435831,1,0,1,0,1,1
1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0.903328050713154,0.560529350314927,0,1,0,1,0,1,1
1,1,1,0,0,1,0,0,0,0.0113171752853825,0,1,0,0,0,1,0,1,0.714585125084175,0.614015091399634,0.597469598329444,1,1,0,0,1,1,1
1,1,1,0,0,0,0,1,0.0747031306225261,1,0,0,1,1,0,1,1,1,0.195286806549593,0.383620604432791,0.407076406607107,1,1,0,0.877028489001082,1,1,1
1,0,1,0,1,0,0.245517763375751,1,1,1,0,0,0.0090400006967245,1,1,0,1,0.133465774699674,0.749797255077486,0.903839438353993,1,1,0,0,0.701875901875902,1,1,1
1,0,1,0,1,0.943229747418432,1,0,0.185832786298263,0.0670724615205677,0,0,0,0.0271621091194556,0.0692489359147132,1,0,0.918805389068183,0.822171153254293,1,1,1,0,0.424655666166644,1,1,1,1
1,0,0.24910007199424,1,0,0,0,1,0,1,1,0,0,0,1,1,0.477517462485146,0.736140784137799,0.589612097304405,1,1,0,0.383337026368269,0,1,1,1,1
1,1,0.524719441916894,0,0,0.701825557809331,0,0,0,0.11564522500076,1,0.951215567893914,0,0,1,1,0.910999265640952,0.889560123070007,1,1,1,1,0,0,0.351745171128431,1,1,1
1,1,0.780646778641263,1,1,0,0,0.128812886252513,1,1,0.0919455868396076,0,0.0424823672255494,1,1,0.503444063309537,0.637848344009763,0.503457570979307,1,1,0,0,0,0.801978565539983,0.401361070296187,1,1,1
1,1,0.383337026368269,0.638152715822619,0,1,1,0,0.246916605995949,1,0.0439402277441477,0,0,1,1,0.666645780792306,0.960406812781738,1,1,0,0,0,0,1,1,1,1,1
1,1,1,0,0,0.877970011534025,0,0,0,0,0.0810044482211449,1,1,1,0.76536861930561,0.628588693556012,0.494263080926567,1,0,0,0.187533875338753,1,0.265405267195091,0,0.598270893371758,0.509073075036783,1,1
1,1,1,0.24910007199424,0,0.118482630918107,0,0.660645161290323,0.00876163786918316,0,0,0,1,0.473681471690651,0.650596467433186,0.866263300646776,1,1,1,0,0,1,0.186801038640512,1,0,0.383337026368269,0.351745171128431,1
1,1,0,0,1,0,0,1,0,0.0905522114629678,1,1,1,0.831660337291636,0.820506844957847,0.314613673793306,1,0,0,0.0974434396219921,0,0.70400155023738,0.668555970629911,1,0,0.157296560084861,1,1
1,1,0,0,0,1,0,1,0.114937437714539,1,1,1,0.888288707799767,0.597378182938187,0.540433343105931,1,1,0,0,0.529905218433381,1,0,0,0,0,0,0,1
1,1,0,0,1,1,0.374918731488839,0,0.748069597446721,1,1,0,0.467077715757836,0.793019436573965,1,1,0,0,0,0,0,0.377683444511825,0.473756275673209,1,0,0,0,1
1,1,0,0.783688774314507,0,0,1,1,1,1,1,0.777467442877814,0,0.952250138115247,1,0,1,1,0,1,0,1,0.0818676551778531,0.351745171128431,0.598270893371758,0,0,1
1,1,0,0,0.164892772041302,0,0,0.225726571871514,0.578948766301028,0,0.570619338511945,0.638642850766183,0.744533386866076,0.1136601806498,1,1,0,0,0.0868662861733644,1,0,0,1,1,0,1,1,1
1,1,1,1,0,1,0.975320829220138,0,1,1,0,0.76207223934486,0.349385474306832,1,0,0.192829277354635,0.137471568825037,0,0,0.0635756721994242,0.796840614817721,0,0,0,0.921029281277728,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
