"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,1,0,0,0,0,1,1,1,1
1,1,1,0,0,0.833199325354533,0.820864216515454,0,0.68374992181878,0.820579880055914,0,1,1,1
1,1,1,1,0,0,1,1,1,0.956122779234241,0.843896991641569,1,1,1
1,1,1,1,1,1,1,1,0,0.801767676767677,1,1,1,1
1,1,1,1,1,1,1,0,0.996350425668165,0,1,1,1,1
1,1,1,1,1,1,0,0,0.883190846639219,1,1,1,1,1
1,1,1,1,1,1,0,0.857627118644068,0.904423946770236,1,1,1,1,1
1,1,1,1,1,1,0.850774380765207,0.989350372736954,1,1,1,1,1,1
1,1,1,1,1,1,0.808265514002249,0,1,1,1,1,1,1
1,1,1,1,1,0,0,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1
