"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.9979398434281,0,0.729796508708142,0.718102454290891,0.613630605523182,0.617287823239947,0,0.498456472525211,0,0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0.573111818074702,1,1,0.877970011534025,0.598270893371758,1,1,1,0.594767937365479,0,0,1,1,0,0.398683127572016,0.798023064250412,0.9979398434281,1,1,1
1,1,1,1,1,1,1,1,1,0,0,0.498456472525211,1,0.334479438866731,0,1,0,1,0.271234832262669,0,0.376257026455572,0.413113640224223,1,1,0.771182141045155,0.501546710661992,1,1
1,1,1,1,1,1,1,0.550079491255962,0.558340194302651,1,0,1,0.821534137713815,0,0,0,0.37374620647086,0,0.195991692067003,0,1,0.880078808226614,0.52670166827177,0.693784016041249,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0.113842538190364,1,0.847302314558812,1,0,0,0,1,1,0.446330945857955,1,1,0.602038279890629,0,0.613630605523182,1,1
1,1,1,1,1,1,0.938363856508109,0.976453378122122,0.986588561738862,0.965484933243314,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1,1,1,1,0.699423510914789,1,0.975343241623799,0.998955069668994,0.932944918980764,0.988915265902798,0.954721871248846,0.994561776722202,0.976599240353911,0.985777454254324,0.979587301440324,0.999346448711878,0.980141451657513,0.985369806522009,0.98989711538674,0.960826920053376,0.985526330247205,1,1,0.547090581883623,0,0.737211509194106,1,1
1,0,1,1,1,1,1,1,1,0.955483410212974,0.98256084879565,0.951985662811283,0.975244071757207,0.954238600771714,0.993149818352703,0.97566994497366,0.977702739902002,0.994608767834438,0.961531205515633,0.96763883339992,0.9741257067089,0.989926436614959,1,0,0,0,1,1
1,0,1,0,0.980782718473839,0.0905522114629679,1,1,1,1,1,1,1,1,1,1,1,1,1,0.952875054042369,0.99987197218731,0.969490036885107,1,0,1,0.351745171128431,1,1
