"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.518879415347138,0.209131075110457,0.712295173336306,0.541143260409315,0.437821171634121,0.72553386610769,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.518879415347138,0.451941438574157,1,0,0,0,1,1,1,0.669972451790634,0,0,0,0,1,0,0,0,1,1,1
1,1,1,1,1,0,0,1,1,1,0,0,1,0.524427561464598,0,0,1,1,0,1,0.684633452837186,0.789592915493925,0,1,0,0,1,1
1,1,1,1,0,0,1,0,0.158456878686434,0,0.823984526112186,1,0.11033411033411,0,1,1,0,0.140322808338431,0.0314662070663546,0,0,0,0.705464868701207,0.230644288034651,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.339984038308061,1,0,1,1,0,1,1,0.446540880503145,0.0975349156681676,0.444119795471147,1,1
1,1,1,1,1,1,0.64475079533404,0.632254877747592,0.947053466892156,0.958658487895176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,0.213859397951025,1,0.552366950081141,0.904152904528591,0.783685289200702,0.837707283866576,0.569967258314665,0.980521309978335,0.869840733386845,0.901092073640839,0.92283753369085,0.859548675103411,0.886900608949492,0.972742237161999,0.996626137882742,0.851494392634973,0.817896732151748,1,1,0.965986394557823,0,0,0,1
1,0,1,1,1,0,1,0.910485933503836,1,0.875039611281293,0.971475569180156,0.864809919280549,0.857574114509298,0.936939243364016,0.92642305374459,0.966211716177188,0.730911210413833,0.975879261555047,0.957992264100027,0.889352818371608,0.872303172389233,0.843938502579562,1,0,1,0,0,1
1,0,1,0,0,0.209131075110457,1,1,1,1,1,1,1,1,1,1,1,1,1,0.950627615062761,0.779926607558302,0.674792746364014,1,0,1,0.119763845937588,1,1
1,0,0,0,0,0,1,0.00684568288097187,0,0,1,0,0,0.264366389474991,0,1,0.0671048674657385,1,0.97233399660992,0.836814882234111,0.866170194412839,1,1,0,1,0,0,1
1,0,0,0.127276533389156,0,0,0,1,0.0300063393674719,1,0,0,1,0,0,0,1,1,0.982994930914011,0.650766010146413,0.960414733589888,1,0,0,0,0,0,1
1,1,0,0,1,0,0,0,0,0,0,1,0.00911717495987152,0,0,0,1,0.95465994333429,0.87962868345049,0.630681163317838,1,1,0,0,0,1,0,1
1,1,0,0,0,0.809263942499667,0,0.317402873869079,0,0,0.0635979099278426,0,1,0.0272802954298033,0,1,1,0.740152097752713,0.91900359861661,1,1,1,0,0.295491329479769,1,1,0,1
1,1,0.12511013215859,1,0.525951557093426,0,1,1,0,1,1,0,0,0,1,1,0.837230355599305,0.960801209159098,0.974888414515816,1,1,0,0.688948787061995,0,1,1,0,1
1,1,0.325837540156035,0,0,0,0,0.215565226191681,0,0.546472303206997,0,0,1,0,1,1,0.900175980273349,0.822831257078143,1,1,1,0,0,1,0,1,0,1
1,0,0.378666666666667,1,1,0,0,0,0,1,0,0,0.0501852166969906,1,1,0.716699410609037,0.71414549244609,0.992645890222935,1,0,0.22007921474083,0,0,0.239322967919701,0.933800964489259,1,0,1
1,0,0,0.400300695358015,0,1,0,0,0.347377004620821,1,0.0791674409960973,0,1,1,1,0.697310461386956,0.7800407798575,1,1,0.698908624010272,0,0,0,1,1,1,0,1
1,0,0,0.378666666666667,0,0.87544996400288,0.823984526112186,0,0,1,0.071533854506782,1,1,1,0.936806851314422,0.938407369893407,0.83238306717533,1,0,0,0,1,0.529192546583851,1,0,0.366294067067928,1,1
1,1,1,0.209131075110457,0,0,0,0.376879976408139,0,1,0,0.241957969742345,1,0.790609956683861,0.719893619968418,0.900822447992259,1,1,0,0,1,0,0,0,0,0.451941438574157,0.378666666666667,1
1,1,0,0,1,0,0.56036866359447,1,0,0,0,1,1,0.934560436620472,0.913905247053394,0.864278419999183,1,0,0.255242660275614,0,0,0.628965517241379,0,0,0.461872063606794,0.314855875831486,1,1
1,1,0,1,0.832876712328767,0,0.112549537648613,1,0.0834083878294241,1,1,1,0.908240013371219,0.974219942364237,0.853795276941053,1,1,0,1,0.935204768313786,0,0,1,1,0,0,1,1
1,1,0,1,1,1,0,0,0.505509408374301,1,1,0.562851704303144,0.565209905302071,0.894501317967265,1,0,0,0,0.0682437122870722,1,0,0.176251551510137,0,0,0,0,0,1
1,1,0,0.486140724946695,1,0.275332136445242,0,0,0,1,1,0,1,0.970607117231656,1,0,0,0,0,1,0,0,0,0.518879415347138,0,0,0,1
1,1,0,0,0,1,1,0,0,1,0.895549500454133,0.849448323858527,0.453397633778932,0.865131500936752,1,0,0,1,0,0,1,0,0,1,0,1,1,1
1,1,1,1,0.518879415347138,1,0.707053941908714,0,0,1,0.569604616264706,0.829691343615894,0.87425599934141,1,1,0,0,1,0,0.0352970420084515,0.481584158415842,0,0.818822783807336,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
