"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.385126162018592,0.169746634333975,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.58891789962286,0.51609294757716,1,0,0.241048393190626,0.185461522063526,1,1,1,0.763107268425359,1,0,0,1,1,0,0,0,1,1,1
1,1,1,1,1,0,0,1,1,1,0,0,1,0.78814238687339,0,0,0,1,0,1,0.970970234372126,0.0849725725865623,0,0,0,0,1,1
1,1,1,1,0,0,1,0,0.094360295631271,0,0.24829104548605,1,0.286116983791402,1,1,1,0.570758038019244,0.105427161776162,0.0610728361262373,0,0,0,0.534994917360039,0.165538612085134,1,0,0,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0.369158028732497,0.072056509341316,0,0,1
1,1,1,1,1,1,0.647341182859664,0.74732994731096,0.947928316194321,0.921859206085422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,0,0,1,0.282530142218694,1,0.528772285838527,0.971881584394798,0.923300146478717,0.77577625172283,0.84105389642742,0.944521172968451,0.892461362047334,0.938725454270065,0.843275871785399,0.887646718771541,0.987855170065453,0.951034170270064,0.827575011160749,0.819847567708451,0.829733370676884,1,1,0.687782805429864,0,0.13166585458286,0,1
1,1,0,1,1,1,1,0.95198760970573,1,0.842059149672126,0.944729613416924,0.978770500050307,0.805471505789519,0.894892836260258,0.953725490196078,0.974355643583852,0.53088323211982,0.938631997210883,0.908484783310033,0.837620003851127,0.996999663446735,0.851128980917828,1,0,1,0,0,1
1,1,0,0,0,0.909905871806365,1,1,1,1,1,1,1,1,1,1,1,1,1,0.917721518987342,0.925322510335657,0.868859213161041,1,0,0,0.149480866939938,1,1
1,1,1,0,0,0,1,0.00954849270222335,0,0.00903189638679647,1,0,1,0.352589710633272,0,1,0,1,0.889082079729117,0.967801951185479,0.911511643147837,1,1,0,1,0,1,1
1,1,0,0,1,0,1,0,0,1,0,0.197071724223142,1,0,0,0,1,1,0.98075053697096,0.809982709728692,0.81827358032076,1,0,1,0,0,1,1
1,0,0,0,1,0,0.76413460814575,0,1,1,0,1,0.0144119839551311,0,0,0,1,0.890833082743544,0.685802344100627,0.844113036593748,1,1,0.224542618852731,1,0,0,1,1
1,0,0,0,1,0.300848982702771,1,0.560662852633656,0,0.286116983791402,0.122638026514516,0,1,0.0225084545303346,0,1,1,0.988276043703461,0.951860836560275,1,1,1,0,0.399474375821288,1,0,1,1
1,0,0.112533954210322,1,0,0,1,1,0,1,0,0,0,1,1,1,0.821141630896308,0.947646841550782,0.957819253763477,1,0,0,0.270654637571664,0.787301235525514,1,1,1,1
1,1,0.413762178468061,0,0,0.291373618487154,0.839510100206776,0.152670607523728,0,0,0,0,1,0.0279003284816998,1,1,0.82131980898437,0.770002483238143,1,1,0,0,0,1,0.787301235525514,1,1,1
1,0,0.400526142716212,0,1,0,0,0,1,0,0.260595279576005,0,0.0953872660349282,1,1,0.747806898547579,0.843317097961398,0.956938239667804,1,0,0.158970476911431,0,0,0,0.550105685328709,1,1,1
1,0,0,0.259438182143496,1,1,0,0,0.412522861488629,1,0.0269979119841471,0,1,1,1,0.833286055165279,0.875595435914479,1,1,0,0,0,0,1,1,1,1,1
1,0,0,0.0841660101994277,1,0,0,0,0,1,0.083697150998456,0,1,1,0.89274721338434,0.824070948155475,0.790180346049988,1,0,0,0,1,0.47440990885721,1,0.978770500050307,0.328319585961507,1,1
1,1,1,0.0764566306353809,0,0,0,0.510007537057198,0,0,1,0,1,0.797072715365668,0.742408345573908,0.997221364618709,1,1,0,0.265438335809807,1,0,0.620171954785493,1,0,0.413762178468061,0.213078618662748,1
1,1,0,0,1,0.43534205447137,0,1,0,0,0,1,1,0.971610028130496,0.806569314179429,0.876098032152202,1,0,0,0,1,0.800788954635108,0.65862046590098,0,0.316226741670273,0.188960253188122,1,1
1,1,0,1,0.244254602334256,0,0.154079696394687,0,0.076108065955325,1,1,1,0.793446520402098,0.983807219348083,0.778994672944003,1,1,0,1,0.403005360169815,0,0,1,1,0,0,1,1
1,1,0,1,1,1,0.559321099906321,0,0,1,1,0.678508323258626,0.686964136716015,0.876786811252609,1,1,0,0,0.0814290871652249,0,0,0.171197256346105,0,0,0,0,0,1
1,1,0,0.976430976430976,1,0.345296819186937,0,0,0,1,1,0.136672723526216,0,0.972894110420026,1,0,0,1,0,1,0,0,0.0493401064579638,0,0.909905871806365,0,0,1
1,1,0,0,0,1,1,0,0.726512322628827,1,0.895549500454133,0.879295600534318,0.642527399644084,0.885139484541403,1,0,0,0,0.251617541337168,0,1,1,0,1,0,1,1,1
1,1,1,0,0.909905871806365,1,0.661884577763287,0,0,1,0.612789814133126,0.813711582840813,0.869308411604151,1,1,0,0,1,1,0.0163933102373395,0.31417129569823,0,0.647928599973358,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
