"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.669584245076586,0.402102496714849,0.940766550522648,0.99672131147541,0.93006993006993,0.99672131147541,1,0.99672131147541,0.669584245076586,0.502463054187192,0.669584245076586,0.669584245076586,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0.836522689994532,1,1,0.631401238041643,0.860356138706654,1,1,0,0.85320649499754,1,1,1,1,1,0.502463054187192,0.860356138706654,0.99672131147541,1,1,1
1,1,1,1,0,0,1,1,0,1,0.99672131147541,0,1,0.982229402261712,1,1,1,1,0.868085106382979,0,0.628748707342296,0.679980827608244,1,1,0.93006993006993,0.796854521625164,1,1
1,1,1,0,0,1,1,0.766129032258065,0,1,0.860356138706654,1,0.586046511627907,0,1,0,0.65152590489709,0.826707834812814,0.548059701492537,0.746928746928747,1,0.914144694116119,0.702986544141779,0.99672131147541,1,0,1,1
1,1,1,0,1,1,1,1,1,1,1,0.167671232876712,1,0.987405017174977,1,0.809338521400778,0,0,1,1,0.233936129280492,0,1,0.655948553054662,0.548059701492537,0.85427135678392,1,1
1,1,1,1,1,1,0.979911877999589,0.976061776061776,0.981964629662056,0.982407208753486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0.846950281906715,1,0.990561337839475,0.989278196376227,0.957201166180758,0.990697398826806,0.997746944924573,0.992645322808409,0.989077387868929,0.979750272652407,0.998777506112469,0.999420361676615,0.981065374005731,0.998769084780964,0.992650853248394,0.981735832875501,0.989854133687117,1,1,0.473815461346633,0,0.726434855467114,1,1
1,1,1,1,1,1,1,1,1,0.988657095264536,0.993981639509189,0.979202290531674,0.991799649315457,0.975101454925659,0.993313069908815,0.983699389232698,0.983645618975414,0.990669042033408,0.981764940769333,0.99672131147541,0.998529621021676,0.98612108714289,1,0,1,0,1,1
