"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.997948297086582,0.997948297086582,0.997948297086582,0.997948297086582,0.997948297086582,0.997948297086582,1,0.997948297086582,0.997948297086582,0.997948297086582,0.997948297086582,0.997948297086582,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.997948297086582,0.886862977481995,1,1,0.918704470057116,0.801970443349754,1,1,0,0.896766249756983,1,1,1,1,1,0.573104904951889,0.925116807677737,0.997948297086582,1,1,1
1,1,1,1,0,0,1,1,1,1,0.716171036424424,0,1,0.921037682257148,1,1,1,1,0.878733357322778,1,0.759970313659623,0.712402601206866,1,1,0.890915724188252,0.997948297086582,1,1
1,1,1,0,0,1,1,0.801970443349754,0,1,0.613637797262348,1,0.443027598141907,0,1,0,0.829577624278111,0.561655988171513,0.925116807677737,0.859153277823385,1,0.876028096295852,0.540077722662791,0,1,0.668491650698056,1,1
1,1,1,0,1,1,1,1,1,1,1,0.364858807709547,1,0.828657435279952,1,0.912249443207127,1,0,1,1,0.234443534004916,0,1,0.812834224598931,0,0.97230872822153,1,1
1,1,1,1,1,1,0.987564814831968,0.997948297086582,0.989568588166119,0.991352777370658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,0,0,1,0.949414661540455,1,0.994364109140968,0.991018400302268,0.964551904930037,0.988885059665634,0.993904961526793,0.989074775857288,0.997258169843946,0.988514557131078,0.998629379805597,0.996593293007382,0.991200780577703,0.997286530026665,0.994558504423302,0.994581331152234,0.990548863404205,1,1,0.767289247854619,0,0.973478719662328,1,1
1,1,0,1,1,1,1,0.998359310910582,1,0.99994430484253,0.995894926290672,0.98926445362631,0.995941672405378,0.989948462068739,0.996587762393926,0.989762930129633,0.98903828500459,0.989182476807735,0.994780432384371,0.999972700717971,0.998441583067178,0.996948303347757,1,1,1,0,1,1
