"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0.879509064307767,1,1,1,1,1,1,1,1,1
1,1,1,0.965493841874014,0.963214055079836,0.930553750991161,0.999505195447798,0.973678797172458,0.960415716503652,0.954396571041703,0.973259255653754,1,1,1
1,1,1,1,1,1,1,1,1,0.999926347576309,0.999187030749366,1,1,1
1,1,1,1,1,1,1,1,1,0.962522308149911,1,1,1,1
1,1,1,1,1,1,1,1,0.995346196474464,0.926181625066383,1,1,1,1
1,1,1,1,1,1,1,1,0.97811570309365,1,1,1,1,1
1,1,1,1,1,1,1,0.983213931567747,0.929070581810665,1,1,1,1,1
1,1,1,1,1,1,0.970709886183466,0.961286480047647,1,1,1,1,1,1
1,1,1,1,1,1,0.987718884872448,1,1,1,1,1,1,1
1,1,1,1,1,0.99563291295719,0.991235505138202,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1
