"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.397891963109354,0.196012980992119,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.449309245483528,0.501114113687005,1,0,0.25647699824633,0.131677843988124,0,0,1,0.618586157632924,1,0,0,0,1,0,0,0,1,1,1
1,1,1,1,1,0,0,1,1,1,0,0,1,0.282298316889147,0,0,0,0,0,1,0.858578726585538,0.226675365830926,1,1,0,0,1,1
1,1,1,1,0,0,1,0,0.20596545436831,0,0.751392125113542,1,0,1,0,1,0,0.391491838408423,0.105134028480016,0.434341912419357,0,0,0.315394616253543,0.188061560359399,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0.348098139305121,0.101059676519799,0,1,1
1,1,1,1,1,1,0.691472043199302,0.854009424127434,0.924979257554265,0.983921732793773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1,1,1,1,0.276976828824457,1,0.683227697650591,0.767752103696855,0.82041011170399,0.833231798337176,0.870120448870963,0.970865318550031,0.934752042191506,0.978774918944299,0.994590752538688,0.997369311111211,0.954488018382465,0.918822898089774,0.992765548661923,0.832742761386452,0.908858018556501,1,1,0.605904270564632,0,0,0,1
1,1,1,1,1,0,1,1,1,0.845046045184159,0.928167121503872,0.981154092408335,0.941539555944678,0.854292538991148,0.966259168704157,0.950692319833964,0.783446343233167,0.999380629634218,0.920393030049231,0.906664827776437,0.743628392520306,0.89306576540431,1,0,1,0,0,1
1,1,1,0,0,0.253082724769544,1,1,1,1,1,1,1,1,1,1,1,1,1,0.960145338934938,0.772950731986927,0.796243114093327,1,0,0,0.220921726408193,1,1
1,1,1,0,0,1,1,0.116918312040263,0,0.00935327873567027,1,0,1,0.11024541860926,0,1,0.25647699824633,1,0.867605842776552,0.852926774394198,0.944466019417476,1,1,0,1,0,0,1
1,1,0,0.752031034773564,0,0,0,0,0,1,0,0.172965494670604,1,0,0,0,1,1,0.88354043261734,0.892707010077453,0.90022246557617,1,0,1,0,0,0,1
1,1,0,0,0,0,0.77506084134894,0,0,0,0,1,0,0,1,0,1,0.906259556127264,0.608778155949338,0.882598749256805,1,1,0.407211927418423,1,0,0,0,1
1,1,0,0,1,0.264066096825425,1,0.491666020621754,0,0,0,0.0305698957384352,1,0.0265272404057303,0,1,1,0.96386100501536,0.937681071796361,1,1,1,0,0,0,1,0,1
1,1,0.176151987334389,1,0,0,1,0,0,1,1,0,1,0,1,1,0.927185905726217,0.964519862266694,0.944106984612906,1,0,0,0.36199043368075,0.130734775733053,1,1,0,1
1,1,0.56642194952039,0,0,0.274082717489952,0,0.131016274774719,0,0.186457122238704,0,0,1,0.0279487913976598,1,1,0.989406849937854,0.793525751976423,1,1,0,0,0,1,0.930048394192697,1,0,1
1,0,0.383271892185895,0,1,0,0,0,1,1,0,0,0.226675365830926,1,1,0.812333239224918,0.974086068260139,0.847733875363422,1,0,0.20951140434087,0,1,0.954360771330911,0.54854948362655,1,0,1
1,0,0,0.388989070032753,1,0,0,0,0.407790826138549,0,0.064701741499097,0.289164631167562,1,1,1,0.847145524029205,0.919686842051471,1,1,0,0,0.739553505487244,0,1,1,1,1,1
1,0,0,0.103056598254765,1,0.845324991310393,0.693635024005324,1,0,0,0,0,1,1,0.900798569784727,0.816746893540804,0.78913607412572,1,0,0,0,1,0.475162957968083,1,0.449309245483528,0.262641321903342,1,1
1,1,1,0.116918312040263,0,0,0,0.747612872804432,0,0,1,0.911074689768204,1,0.820480880273009,0.736320396498661,0.978126888217523,1,1,0,0,0,1,0.346857933103626,0,1,0.317866057197847,0.196012980992119,1
1,1,0,0,1,0.207723297631915,0,1,1,0.0220426463688024,1,1,1,0.983761094631195,0.694236433927301,0.923472405217627,1,0,0.725712324064538,0,1,0,0.397891963109354,0,0.449309245483528,0.180730101735488,1,1
1,1,0,1,0.109550707363839,0,0.064701741499097,1,0.12907086075733,1,1,1,0.84806557843114,0.976847477499224,0.73949947143994,1,1,0,1,0.149374120153712,0,0,1,0,0,0,1,1
1,1,0,1,1,1,0.955609800198897,0,0.407894374155848,0,1,0.66573387743876,0.822555877329769,0.943062417573765,1,0,0,0,0.05033852699088,1,0,0.605904270564632,0,0,1,0,1,1
1,1,0,0.973886030482477,1,0.199766907109333,0,1,1,1,1,0.64769175737669,0,0.905825262152525,1,0,0,1,0,1,0,0,0.0484673407157761,0.427226062002344,0,1,1,1
1,1,1,0,0,1,1,0,0,1,0.946481487704029,0.996979857703767,0.687422163513628,0.912238735476398,1,0,0.143179957022616,1,0,0,1,0,0,1,0,1,1,1
1,1,1,0,0.220921726408193,0,0.592987377279102,0,0,1,0.681592307941059,0.839462619689544,0.877215682056967,1,1,0,0,1,0,0.0143832028140457,0,0,0.565723922693702,1,0.73033033033033,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
