"X2","X0.833652565003513"
2,0.833652565003513
3,0.833545668453659
5,0.877806956105175
10,0.897348799034493
20,0.927333649533489
40,0.96004153616433
50,0.981483028336278
60,0.983254573890713
80,0.979885949031156
100,0.985394386131159
120,0.985288357603867
140,0.986123334906937
150,0.986794003853368
160,0.986722883547695
180,0.987246267453284
200,0.987266084567063
250,0.993643895415343
300,0.994367324226115
350,1
