"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,0,1,1,1,1,1,1,1,1
1,1,1,0.903582803980493,0.897926004538629,0.802728318286459,0.846776098674933,0.91322969704146,0.865740805999182,0.870561984401836,0.932435637302696,1,1,1
1,1,1,0,1,1,1,1,1,0.955828702703764,0.955771716327595,1,1,1
1,1,1,1,1,1,1,1,1,0.959782608695652,0,1,1,1
1,1,1,1,1,1,1,1,0.988534643814475,0.866057296198073,1,1,1,1
1,1,1,1,1,1,1,1,0.928716090842676,1,1,1,1,1
1,1,1,1,1,1,1,0.950054836285729,0.871444505678507,1,1,1,1,1
1,1,1,1,1,1,0.895720540207512,0.906910336950314,1,1,1,1,1,1
1,1,1,1,1,1,0.999505195447798,1,1,1,1,1,1,1
1,1,1,1,1,0.945699247696355,0.911134017134456,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1
