"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0.914525258745234,1,1,1,1,1,1,1,1,1
1,1,1,0.980769616454535,0.983168257478369,0.899324835577712,0.9993799770084,0.972754221139007,0.951309153513404,0.944132605802906,0.967325410299943,1,1,1
1,1,1,1,1,1,1,1,1,0.994657071994158,0.991510886876817,1,1,1
1,1,1,1,1,1,1,1,1,0.931588340273647,1,1,1,1
1,1,1,1,1,1,1,1,0.974631174445259,0.916445680826835,1,1,1,1
1,1,1,1,1,1,1,1,0.950080619790348,1,1,1,1,1
1,1,1,1,1,1,1,0.983347147590368,0.903843575549256,1,1,1,1,1
1,1,1,1,1,1,0.923708696307822,0.962449451184286,1,1,1,1,1,1
1,1,1,1,1,1,0.999505195447798,1,1,1,1,1,1,1
1,1,1,1,1,0.994928197196628,0.977132716855183,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1
