"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.997657315353326,0.991631666488903,1,1,1,1,1,1,1,1,1
1,1,1,0.994530084535057,0.998890928185146,0.999505195447798,0.998490795039654,0.999475892287171,0.999989097998095,0.998966627079744,0.997161622625362,1,1,1
1,1,1,1,1,1,1,1,1,0.995842390648218,0.995854557812914,1,1,1
1,1,1,1,1,1,1,1,1,0.99648770697441,1,1,1,1
1,1,1,1,1,1,1,1,0.998209118266469,0.996464283103582,1,1,1,1
1,1,1,1,1,1,1,1,0.997981065913779,1,1,1,1,1
1,1,1,1,1,1,1,0.995849315796414,0.987819122309361,1,1,1,1,1
1,1,1,1,1,1,0.989699438850027,0.99749373433584,1,1,1,1,1,1
1,1,1,1,1,1,0.999505195447798,1,1,1,1,1,1,1
1,1,1,1,1,0.995186666065898,0.997485773727576,1,1,1,1,1,1,1
1,1,1,1,1,0.998693487560211,1,1,1,1,1,1,1,1
