"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,0,1,1,1,1,1,1,1,1
1,1,1,0.827108909612126,0.958082644628099,0.77346737460159,0.764467300486351,0.876268275903164,0.881410842867752,0.905414755671365,0.870978492019918,1,1,1
1,1,1,0,0,1,0,1,1,0.94184548456104,0.952246397287369,1,1,1
1,1,1,1,1,1,1,1,0,1,0,1,1,1
1,1,1,1,1,1,1,1,0.946944791978359,0.79162782186371,1,1,1,1
1,1,1,1,1,1,1,0,0.951157564707228,0,1,1,1,1
1,1,1,1,1,1,1,0.929815171626347,0.812621211351983,1,1,1,1,1
1,1,1,1,1,1,0.848376124877383,0.93448275862069,1,1,1,1,1,1
1,1,1,1,1,1,0.9559867930272,0,1,1,1,1,1,1
1,1,1,1,1,0.918178079894509,0.916914512977661,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1
