,pred_prob,is_nine
0,9.407661e-10,False
1,0.0,False
2,1.930564e-11,False
3,5.315377e-24,False
4,2.6403516e-06,False
5,1.2569873e-15,False
6,2.3052537e-13,False
7,7.1537675e-20,False
8,2.0471315e-20,False
9,1.839624e-24,False
10,1.8066906e-20,False
11,3.4501583e-12,False
12,4.9404356e-16,False
13,3.0767407e-15,False
14,1.0751978e-25,False
15,5.149884e-13,False
16,3.1451165e-23,False
17,4.0416304e-23,False
18,2.1727107e-20,False
19,0.00025911428,False
20,1.3210457e-22,False
21,7.81512e-12,False
22,3.4153419e-18,False
23,1.4100385e-29,False
24,2.4571217e-15,False
25,3.7944118e-17,False
26,3.6293584e-09,False
27,2.3792552e-29,False
28,5.5801346e-20,False
29,2.902192e-18,False
30,2.508925e-35,False
31,2.7559647e-22,False
32,8.375793e-10,False
33,2.6362446e-24,False
34,5.0196896e-13,False
35,7.792103e-07,False
36,1.7974295e-14,False
37,2.2889783e-12,False
38,2.6570528e-32,False
39,7.548567e-24,False
40,1.9872342e-13,False
41,4.543287e-19,False
42,0.0,False
43,1.3867234e-20,False
44,1.2881261e-06,False
45,1.06964585e-26,False
46,1.1794842e-30,False
47,6.959159e-17,False
48,2.6244167e-12,False
49,4.047653e-28,False
50,1.7308232e-15,False
51,1.2965186e-13,False
52,8.09945e-09,False
53,7.5352415e-07,False
54,3.793944e-05,False
55,1.2578845e-08,False
56,2.19219e-05,False
57,0.04085984,False
58,0.0018762953,False
59,4.553928e-17,False
60,4.5294722e-13,False
61,0.00048159494,False
62,4.649127e-21,False
63,0.833515,True
64,1.3465751e-17,False
65,0.018200014,False
66,0.9997335,True
67,1.699835e-06,False
68,0.9075968,False
69,4.3849098e-16,False
70,2.6447188e-07,False
71,1.0029278e-12,False
72,1.6333209e-16,False
73,0.99991345,True
74,1.7676598e-09,False
75,7.4021923e-06,False
76,0.9695935,False
77,9.67235e-16,False
78,2.8751549e-15,False
79,1.379307e-06,False
80,0.00052695774,False
81,2.1987636e-07,False
82,0.00010914901,False
83,1.7468654e-08,False
84,3.4707364e-06,False
85,4.8251697e-13,False
86,1.753374e-07,False
87,0.0013914726,False
88,7.80736e-19,False
89,1.339419e-07,False
90,5.9392725e-13,False
91,4.1730264e-09,False
92,0.99998724,True
93,1.2114022e-18,False
94,1.1496867e-09,False
95,4.010294e-07,False
96,1.424784e-05,False
97,2.0409596e-09,False
98,0.00017059343,False
99,1.1493499e-08,False
100,2.3273646e-14,False
101,6.4973607e-13,False
102,0.99761236,True
103,0.97567946,True
104,2.0992912e-08,False
105,1.3156273e-10,False
106,0.00090689154,False
107,9.558972e-08,False
108,8.1556584e-07,False
109,1.8798497e-05,False
110,0.9892123,True
111,8.8110824e-11,False
112,0.92770445,True
113,4.6062276e-10,False
114,1.2391053e-08,False
115,2.1483874e-14,False
116,0.046395324,False
117,3.2526266e-06,False
118,0.0069788587,False
119,0.1082088,False
120,1.09770575e-10,False
121,6.310727e-11,False
122,1.6954281e-15,False
123,0.0017076808,True
124,0.3726845,True
125,9.088846e-12,False
126,5.2870097e-11,False
127,0.42759386,False
128,1.8447988e-10,False
129,1.7610113e-05,False
130,9.0684625e-07,False
131,5.8764243e-11,False
132,1.5810224e-13,False
133,0.00013133389,True
134,7.572072e-09,False
135,2.6628273e-09,False
136,1.3208231e-12,False
137,1.9629937e-08,False
138,6.811853e-09,False
139,2.6200461e-15,False
140,0.13126439,False
141,0.0003721913,False
142,0.08859202,False
143,8.918528e-12,False
144,0.0039951312,False
145,1.2243268e-05,False
146,2.9243539e-09,False
147,1.5766531e-07,False
148,0.031976625,False
149,0.45727703,False
150,0.00029760713,False
151,2.4809697e-07,False
152,8.444949e-06,False
153,3.1704843e-16,False
154,1.700996e-05,False
155,0.0048492323,False
156,0.003023523,True
157,1.7338705e-05,False
158,5.3937066e-10,False
159,0.1534263,False
160,0.9972631,True
161,3.0809763e-14,False
162,3.3420529e-06,False
163,1.7182816e-11,False
164,0.9999219,False
165,2.4348523e-09,False
166,0.9913891,True
167,0.6971178,True
168,2.38523e-14,False
169,0.6295044,True
170,4.780934e-08,False
171,3.5738205e-05,False
172,6.59689e-08,False
173,0.8939243,False
174,0.0013690157,False
175,1.9876147e-09,False
176,4.568563e-09,False
177,5.417084e-07,False
178,0.023767635,False
179,3.6539054e-09,False
180,0.99996006,True
181,2.518063e-05,False
182,0.08061659,True
183,0.69406253,False
184,1.6731333e-11,False
185,0.7688059,False
186,1.4398915e-13,False
187,0.9999949,True
188,1.9442796e-09,False
189,2.7000597e-09,False
