,pred_prob,is_nine
0,1.8344366e-05,False
1,7.1193114e-29,False
2,4.1131373e-12,False
3,5.730018e-10,False
4,1.0642952e-08,False
5,9.392702e-15,False
6,4.5582524e-11,False
7,5.809146e-15,False
8,7.7297835e-10,False
9,4.7320495e-17,False
10,1.13147156e-13,False
11,1.2123024e-09,False
12,5.1109555e-14,False
13,2.802388e-11,False
14,7.5477436e-21,False
15,2.6509411e-11,False
16,3.3294347e-13,False
17,6.19252e-21,False
18,1.2012892e-15,False
19,1.8977657e-05,False
20,3.721692e-15,False
21,6.053181e-13,False
22,4.9120523e-19,False
23,3.8125606e-18,False
24,2.1017811e-10,False
25,2.9670288e-18,False
26,4.3484814e-08,False
27,1.7308092e-20,False
28,3.9673095e-14,False
29,2.1921221e-15,False
30,3.655094e-26,False
31,2.175032e-19,False
32,8.519436e-09,False
33,1.5908066e-17,False
34,1.02187295e-11,False
35,2.2245418e-05,False
36,4.804412e-14,False
37,1.0566191e-12,False
38,2.7862936e-22,False
39,7.2881503e-19,False
40,5.6960173e-11,False
41,6.049435e-10,False
42,6.2255535e-31,False
43,8.728872e-25,False
44,4.1719215e-12,False
45,8.033121e-21,False
46,1.4189345e-24,False
47,6.239365e-09,False
48,1.1196151e-09,False
49,1.0481781e-24,False
50,1.9046593e-09,False
51,4.8155974e-10,False
52,9.63684e-10,False
53,2.1773376e-07,False
54,6.477159e-07,False
55,1.3134031e-08,False
56,2.060562e-11,False
57,5.4465396e-05,False
58,3.3197502e-05,False
59,3.3128914e-10,False
60,9.100053e-08,False
61,0.045342367,False
62,3.1578778e-17,False
63,0.005223874,True
64,1.3179355e-10,False
65,0.0044554356,False
66,0.77356976,True
67,1.2955084e-05,False
68,0.45993853,False
69,1.3491668e-12,False
70,3.3056943e-11,False
71,3.5401815e-10,False
72,5.04341e-18,False
73,0.9989241,True
74,2.2026532e-09,False
75,2.1149823e-05,False
76,0.40219802,False
77,3.0968043e-12,False
78,1.3481859e-14,False
79,4.5573092e-06,False
80,7.530488e-05,False
81,3.0945373e-06,False
82,3.9313804e-06,False
83,3.6827704e-11,False
84,2.8029518e-07,False
85,7.649023e-12,False
86,2.1039124e-08,False
87,8.379228e-05,False
88,3.9648482e-16,False
89,2.7123094e-06,False
90,7.6888906e-10,False
91,7.480673e-07,False
92,0.9996935,True
93,1.8279692e-17,False
94,5.62498e-10,False
95,3.2997716e-05,False
96,0.0026130702,False
97,2.4416684e-07,False
98,1.3920193e-07,False
99,1.9493342e-08,False
100,2.1397661e-11,False
101,3.1289437e-07,False
102,0.8980363,True
103,0.6256219,True
104,1.5120084e-07,False
105,8.359901e-13,False
106,7.973528e-05,False
107,2.6247474e-08,False
108,1.6125518e-06,False
109,2.6747797e-05,False
110,0.9881224,True
111,7.871389e-11,False
112,0.16942608,True
113,2.878174e-09,False
114,1.6761978e-08,False
115,6.4264835e-12,False
116,0.0017892199,False
117,1.9623048e-08,False
118,0.9689714,False
119,0.733739,False
120,2.788323e-11,False
121,7.5346716e-09,False
122,3.914982e-14,False
123,0.5038708,True
124,0.0012207669,True
125,1.216047e-09,False
126,0.00052150653,False
127,0.0004073589,False
128,1.1515392e-06,False
129,0.23134945,False
130,0.92507166,False
131,9.429848e-10,False
132,2.1895764e-12,False
133,9.674273e-05,True
134,9.345228e-10,False
135,0.00037650645,False
136,1.3210422e-12,False
137,6.3920374e-06,False
138,1.7233508e-06,False
139,4.7199107e-12,False
140,0.023679474,False
141,3.1436928e-05,False
142,0.00054654543,False
143,1.258443e-08,False
144,0.06702017,False
145,1.24491335e-05,False
146,1.9266789e-08,False
147,9.627792e-06,False
148,0.035048738,False
149,0.7889135,False
150,0.0072523057,False
151,0.0038026099,False
152,0.047414914,False
153,8.2362055e-11,False
154,0.0317391,False
155,2.0076961e-06,False
156,0.00017675754,True
157,2.9163297e-05,False
158,5.3154526e-11,False
159,0.017729264,False
160,0.022159696,True
161,7.595942e-12,False
162,7.876205e-06,False
163,1.7655834e-08,False
164,0.5582664,False
165,0.0005630412,False
166,0.0020255097,True
167,0.72576153,True
168,1.1394418e-12,False
169,0.906888,True
170,3.154386e-06,False
171,9.934604e-06,False
172,4.7988414e-07,False
173,0.012430533,False
174,0.00035196962,False
175,5.7881897e-07,False
176,1.20565256e-08,False
177,0.03165457,False
178,0.00046679378,False
179,2.8492776e-08,False
180,0.99985385,True
181,0.0006046971,False
182,0.95044374,True
183,0.17672324,False
184,6.674209e-11,False
185,0.9998216,False
186,4.6535597e-14,False
187,0.99966776,True
188,1.8353527e-08,False
189,7.189781e-10,False
190,1.8428065e-23,False
191,1.1970082e-14,False
192,0.00014779829,False
193,9.110835e-09,False
194,0.99991953,True
195,0.9443673,False
196,2.0614368e-09,False
197,2.572132e-08,False
198,0.00012038444,False
199,5.0678652e-09,False
200,4.096941e-06,False
201,0.99747187,False
202,0.9756678,True
203,4.1771614e-08,False
204,0.008342967,False
205,7.189177e-07,True
206,0.01104166,False
207,7.1147235e-07,False
208,0.033795238,False
209,1.08994854e-07,False
210,3.262945e-12,False
211,0.99999785,True
212,0.8679896,True
213,9.983076e-05,False
214,0.0006548007,False
215,0.7702286,True
216,0.0018555975,True
217,0.99995303,True
218,9.88952e-06,False
219,1.6494151e-07,False
220,0.9998259,True
221,0.9999827,True
222,0.122073136,True
223,0.020420136,True
224,1.0572281e-08,False
225,0.9617894,False
226,0.1553528,True
227,1.7397835e-05,False
228,0.12751666,True
229,0.00020857382,False
230,3.6553508e-06,True
231,0.99768746,True
232,0.9999999,True
233,0.12660927,False
234,0.00019356176,True
235,0.0006088812,False
236,0.9406455,True
237,0.00047805868,False
238,0.012620253,True
239,0.9998363,True
240,0.0012807242,True
241,4.7876374e-06,False
242,7.946098e-12,False
243,0.00029378652,False
244,0.9835824,False
245,0.000113280395,False
246,0.00029580834,False
247,0.9999999,True
248,0.9285565,False
249,2.7125526e-12,False
250,2.0633435e-05,True
251,0.09679904,True
252,0.97692204,True
253,0.96923894,True
254,0.9981408,True
255,5.2907257e-07,False
256,0.98854315,True
257,0.9982869,False
258,0.022447344,False
259,0.0657648,False
260,0.00053931796,False
261,0.09804162,False
262,5.798612e-05,False
263,2.2317665e-05,False
264,0.096085034,True
265,0.00039501637,False
266,0.9884791,False
267,0.0004949772,False
268,0.99999857,True
269,0.99999976,True
270,0.99749017,True
271,7.02759e-06,False
272,0.94494486,True
273,1.9785411e-05,False
274,0.76154065,False
275,0.80988914,True
276,0.00085488765,True
277,0.0001175179,False
278,2.067417e-06,False
279,1.0096776e-06,False
280,2.5102743e-05,False
281,3.9646423e-07,False
282,3.330556e-07,False
283,0.005598722,False
284,5.1701965e-10,False
285,9.490468e-05,False
286,0.0008293561,False
287,0.10320335,False
288,0.0701623,True
289,0.9999238,False
290,7.690767e-06,False
291,8.8478846e-05,False
292,0.035486132,False
293,0.9967192,True
294,1.3951579e-05,False
295,0.015226501,False
296,1.4426346e-10,False
297,0.8409479,True
298,0.9688733,False
299,1.2536785e-05,False
300,0.05948681,False
301,0.61037296,False
302,0.99999857,True
303,0.63545555,False
304,5.7863094e-12,False
305,5.8386096e-10,False
306,0.00050041376,True
307,0.00038425255,False
308,0.03897847,False
309,0.0027335805,True
310,1.191879e-08,False
311,0.00042384394,False
312,0.99234736,True
313,0.98938215,True
314,1.3801176e-06,False
315,0.036618985,False
316,0.9823325,True
317,1.5822392e-08,False
318,0.9999349,True
319,0.99218434,True
320,5.2958694e-05,False
321,2.6844338e-09,False
322,0.99938476,True
323,0.18213227,False
324,0.9999999,True
325,0.9143111,False
326,0.9998814,False
327,3.5330213e-08,False
328,0.37971097,False
329,0.97978175,True
330,0.0044747423,True
331,0.9402941,False
332,9.11478e-06,False
333,1.0154844e-07,False
334,0.99999857,True
335,0.8192232,False
336,0.7522753,False
337,0.99999666,True
338,0.992276,True
339,0.99978966,True
340,5.6750214e-05,False
341,0.9958444,False
342,0.99999905,True
343,0.4109796,True
344,0.9997242,True
345,5.836994e-14,False
346,0.9999999,True
347,0.4757148,True
348,0.00028263323,False
349,0.99998546,True
350,0.9005101,True
351,0.98799056,True
352,3.983262e-06,False
353,0.9999999,True
354,1.950504e-05,False
355,0.40059167,True
356,0.9957728,False
357,0.9993488,True
358,0.8231642,True
359,0.00031713705,False
360,1.3252548e-10,False
361,0.63050824,True
362,0.7353301,True
363,0.99999917,True
364,0.00020059852,False
365,1.9560253e-05,False
366,0.9985298,True
367,0.8831429,False
368,8.1033626e-08,False
369,0.9234306,False
370,0.9999807,True
371,4.417507e-06,False
372,0.99975187,True
373,0.7608245,True
374,0.053360537,True
375,0.8980226,True
376,0.9999107,True
377,0.938729,True
378,0.9999981,True
379,0.9943204,False
380,8.459942e-06,False
381,0.9999989,True
382,0.72394913,True
383,0.96567345,True
384,0.032098632,False
385,0.78028125,True
386,0.9999789,True
387,0.15990137,True
388,0.95441467,True
389,1.0,True
390,0.7515199,True
391,0.97892064,True
392,5.750519e-07,False
393,0.9985399,True
394,0.9999974,True
395,0.99326104,True
396,0.111615926,True
397,0.8215525,False
398,0.030351758,True
399,0.2011228,True
400,0.99961084,True
401,0.9999007,True
402,0.9999951,True
403,0.9979918,True
