,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40
0,-291.2765076245331,337.8317506873845,168.6302106127724,-58.454955485189096,-688.4111406312451,449.97537134436607,120.18145689776779,831.3844588151915,56.16774486807945,-170.77059613298408,-281.95617397505913,-316.27373946141716,-233.9779153925651,-202.9181309171562,-167.14974576663613,88.43333110623755,-357.4987085563069,-403.45511473596383,-213.7826453667603,19.522885217251822,155.16446984705522,116.44141590632152,-271.5902143317752,1.9751884629288612,71.00680129315707,342.02461668260764,89.5653148678283,50.764073854500616,199.03062119508488,-219.4996174619462,94.81295714559025,91.59701766909625,-125.031324026645,-175.5783478618104,127.66302409040533,53.93335280757628,-14.563501921550722,-18.999490596046527,-202.73676083288217,-95.96868611918926
1,-104.94168061071676,-62.72357323218876,1179.9248190180476,524.9758604550585,363.63689265249184,-244.23563767803273,497.7044685040828,-335.06469253921085,-709.5726862057988,-44.60358374751897,-174.21910981220717,323.2199002564542,-349.65532669943104,366.11072696603304,-107.87857815061425,-139.93596416391065,-161.55784308586954,209.5373138089054,591.1686941401186,-36.151740711171996,667.1852377164417,-112.3993521832666,-414.001988211983,-363.4915278852111,-210.20079092886388,694.182865765601,-339.9942110194567,-289.490603339866,206.2717518198373,-35.07433489931792,333.47211798938105,-350.0662584601113,-148.16184969070014,32.354662393858874,-11.495005819834027,187.53726164381462,38.656780145487936,103.42974506471384,-116.41834158188276,-9.85947980611231
2,-680.3307066099756,-153.26497161752465,1040.6951720440254,-284.62225713129027,110.40220904000094,50.70887434605718,-57.02175542298741,-315.6512143861239,179.10394590799163,115.76709285304288,126.40886585438739,280.69181220257076,-149.16905250891892,-445.0655396593214,-94.49430560696374,-70.49255895656988,-98.55680599318266,-156.9956270669713,215.52277578587578,-16.985252947196418,-31.484651008671854,-244.72770313509344,184.65152249343427,77.64559943707255,160.37239862037558,101.40320117421847,313.9271601953862,94.3766667246247,237.87087680913757,-146.64890747948053,7.390424985874128,48.26555412657459,-84.08453552488184,109.37478262130186,113.80841121133739,-291.24389051063986,-90.47423860086954,-21.36102136021483,-121.4689520637471,45.39631313042612
3,521.9583269290754,909.6777982247676,42.185899057094936,815.6599565680216,-355.0469799506878,-365.0417278075711,618.0371550055584,-415.3796020685456,78.10892582048261,-671.2287354530624,27.576834172008894,-19.45122939367599,-77.3802573626288,120.16538475080557,-255.94629843240372,3.8174499974386364,-209.90372328737695,-400.67588899548855,201.10134803562892,-24.53423670368905,487.7586545949425,-259.00287541117103,-401.5012494463413,-268.27612908701144,-287.66248285022397,-422.75205826250533,198.2082789950035,93.52699720746384,-223.71132421840494,80.52641673574344,-84.48089727562926,-40.131509401256956,-87.21704425211985,158.051699699741,203.5594103716325,38.78501528037613,-253.1220851358483,65.64400948729406,-95.86506571253976,-66.21624638068539
4,1059.1100134882236,312.97327429494345,251.51378369295188,-714.8440735769098,-406.4031000937862,-445.9161594836189,-140.2948650167172,430.2097501256388,0.8631851183300318,62.88410305108232,-108.8125568649996,286.677506301355,-43.749849492376974,-140.25508457635087,422.4180208709907,-444.749778985404,-239.91996125572282,-170.7579312033206,208.3736152901278,154.34298772336248,-124.4524022052033,166.18130020938432,135.37446734907874,-80.85430103370904,76.04823797437265,59.397395307630134,-9.63797194605046,-137.78239268547136,-80.21699463228275,-108.07292602794901,132.80331573562765,-40.84904480656333,-94.9736583261262,-145.2862497355252,-232.81285190868937,-218.59162294133864,205.6714950893011,15.225018952115956,-126.7578552229946,187.13944618600684
5,-789.6881100800362,-25.53600279074759,854.4722998948074,-176.54247967897803,225.08119177038486,165.56792386125133,-133.99402701135074,-480.45541791580007,161.22544299273505,92.03286723363065,-36.267382270417606,276.33342686753474,-213.00142903536434,-537.2098472635747,-91.1529853405748,-30.81712077124009,-15.093891843779785,-218.31627929919185,231.83140437967467,9.766098780511406,-146.72481830562148,-232.41363479653378,163.68856860095786,178.8010318402773,177.95488701444165,162.67091922715812,178.73820076020007,107.09056722619972,261.8891086263634,-122.20717902597988,-131.88254545746454,84.18389550665516,-183.81642115988438,60.88048824431532,125.05385019820665,-239.87796733138342,20.077256189329393,68.0862537415234,-101.96883516068733,75.40449513237395
6,11.742111804437243,-191.33357504498377,125.42842508806885,129.28505773631343,-466.93377525321137,793.3941282388901,-238.09053597144094,734.2436113463608,-138.47264189438803,103.9935119372471,-41.48961590292494,638.0417679124196,80.89624246702417,368.1333336903498,238.51527896698974,-293.06007749139565,394.49904061411564,130.2895641039199,-125.49021029483386,49.25894267325715,240.07654191834558,316.5821074138555,319.4411196557241,5.749878649476148,336.5253189979093,231.84109163930768,51.18993347088081,-13.736736238198162,-93.78670864840188,-236.3371281465363,172.91440069335778,-18.772793190024675,122.40626624041253,-79.65500793919408,-124.03219050922947,75.42582279533396,52.30436265202877,-181.7005170114773,111.56280032842035,-163.20917047087173
7,496.0193518476455,524.8765137030865,193.95436347816897,-379.10454290101075,-505.75189432394023,-322.05130664544896,279.4024457945764,-595.5388781102199,-143.5544408381629,594.5885783583446,-146.55025119099625,107.44329646772009,-699.1268770290371,-184.969860383527,39.05847420409802,-21.600074162501375,699.2782289356087,119.22692358547353,386.70942795322134,-230.52362027506365,-84.73237488040427,246.8062382312309,47.52827079341329,-25.283643066716763,96.68646099707082,22.38566543320084,-31.510455514544095,-268.755148411428,130.32880573511554,-532.8160071296393,221.28158727968903,-249.77669659184687,116.49240022712152,159.41978793662685,-179.42745414769612,-403.17471756106397,-120.66494161093246,4.168861114576331,357.86653429783064,329.0709528438152
8,813.5824405468393,770.025933025251,1052.3112511195188,757.9237683665971,-740.1562390690468,-280.84206303561683,175.3605808605225,-324.40187554979593,-217.99649341110683,-86.78033911749796,723.4874363337726,930.1344032556063,-40.56019963295358,-213.96532535632912,-114.89137139785728,-348.6010005460798,241.86466206891924,-171.2359050915196,-420.4279379289391,145.2505301334051,122.7478821114124,187.8339684833049,-43.29564063687827,-224.9422130188748,-247.84442570549538,237.1542527326649,-307.32454486323746,-124.34870080695548,-204.23646094911086,-20.613816433766637,9.084814103305835,158.7903733685083,322.9669243235147,-60.98031185151944,92.0172864503206,-224.2283867976602,-140.0882838680396,-161.58751881320813,-106.25555803976204,-30.07243583906919
9,575.0979645090551,365.74151274747913,601.5046579141848,174.07164909318544,-71.45849214603213,382.66670267080184,206.95959498616543,-262.7424646865166,-33.93203556290508,-111.43887160288952,323.07403086773206,1233.9517912870967,37.70605840533753,-148.39738807635766,154.04971682121243,180.24551946276847,-123.16349006438217,-41.19466057934389,563.5119096046927,90.65832226873398,616.0447975465285,429.4497968974266,26.343376414175687,-418.5110060373269,-243.75897756566638,-49.817476648709494,-28.990505837443195,73.97458847169092,-32.37969171629633,237.35384665423223,307.6032884732612,305.9583744406988,289.2293591932114,170.82069615050975,-101.70723969426672,-115.56024104033064,96.67373325248593,121.63005478875876,-168.80908945920606,-189.59001546870445
