,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20
18,-397.91811188628657,204.43659195242782,317.158914594685,255.1555788524138,-106.32097297712254,-782.2742516253597,26.18026770555468,-39.53788293332042,-305.0873183389116,427.3743696199034,531.5785579369832,-561.9239767669623,-331.0915549119511,-21.60218118325514,-245.69719863336425,120.82006969560821,156.04206531101835,49.07176449983538,-71.15886217273084,-95.6552824364162
19,547.548954294345,-487.9617011395841,129.12670409966725,-651.9754733399187,-189.9406779451658,-241.9482398645598,-252.70295521009734,65.87328960004258,122.23194333309235,-128.27794830940982,19.136889378967105,363.74339900913947,-455.7549727049127,-226.569522469349,-151.4916891767733,89.70957005641749,-147.03375733398084,-148.33229586109528,-186.64896251012266,-142.08744435477593
20,790.0994595777274,1578.7825541448804,145.88129492264767,798.5519388110414,-594.1376057588928,-406.03357551461636,643.3022520108476,-564.1855723987028,302.92565542963314,-231.46138947218893,56.4425197640133,692.0654442477158,-238.6099295564096,312.36699401085906,-264.8615888756216,554.6413658249993,804.6214170962334,-134.9311054308037,-96.7568697871578,-255.0578781739643
21,613.045376549977,-259.29871328378937,344.9602664383357,-316.3653366755263,-69.67335751163671,-180.64227733882637,2.891733799975248,512.3426156886497,131.42167112197941,-373.9527719632986,-239.53771664730309,-512.1333934972571,329.64175351948643,-539.6240700580338,-257.9389541958836,54.777330464818576,-41.27256948594729,-280.7877047495227,-195.93520659640413,-35.79330492975705
22,717.4318985418431,211.15439876583181,-375.6992624488784,-545.58473576071,-188.19543242133784,-557.6577223267285,-170.93170317802426,326.95727802085344,-195.6953612220513,70.7276968785692,428.5734624626553,-4.557081788631119,199.58532779549964,54.96973089039342,342.4657266644522,-310.0816801030632,-183.80508926361316,-218.6671328686015,-28.414244090588955,27.9547505172903
23,540.838165874146,1039.1207754929414,239.359456042014,854.5932834542427,-159.58053726447793,-416.143571069843,208.0409337475457,-491.71442643451553,-769.745810558821,-804.518156577006,180.60868151581494,-111.45076301004787,295.5861758628908,242.6163768736143,-282.0344456111654,-351.42011527143734,55.76274961121503,-302.20026364900593,-22.646317793086585,-191.2038183996163
24,-706.3135648800255,-358.76917056166155,682.9843556978285,30.009615082285123,-361.64945388124676,167.43579051709554,493.04537772304104,-72.54668783394074,-38.229593230913196,425.60106778489427,100.14457904583308,10.651305641906333,112.3488827065365,-14.747374813284454,409.16065096367043,-293.44331850917825,-14.701621171438582,-185.7475014725058,323.25875897345236,129.19239943728246
25,-102.43660454090313,-235.76173223393204,492.60355607434474,1058.085279769931,152.63561130168787,-40.76900089104587,165.4765876988773,247.33246068969754,-21.01007311585884,331.9674482625823,-394.4440824126531,-462.34888664523567,-437.50234647760607,-187.27593315956398,-114.80447924336343,156.1394223083845,-341.8036882948447,-180.6059862536155,0.6439913894254511,-374.262343026538
26,-501.84781676085436,-667.4346424080929,582.5300938996087,-94.23402357310998,-449.49087721052575,-95.9209480631434,439.1881761833237,20.458904382461423,134.23677236313836,483.8717343085996,-94.33293423197617,97.99077056563081,122.9688540625012,-46.04898099712601,326.417479682082,-330.2236436302316,-29.891159188895934,57.0015094695061,-33.11671652840584,-19.17177344449292
27,256.28202499708715,-653.6823165407044,640.1343645273475,784.2538223180985,521.3376252455752,159.52813937932945,154.03475192839818,160.91136437932042,-512.1756205249964,78.68982048033176,164.59861829238426,-290.6622625074334,-90.4521286689066,402.4062450437447,-113.15609011829187,-626.7047088419956,222.2024422841031,-192.7893825603232,129.4763333763042,-239.37380858847712
28,506.463015874302,302.82561186627834,714.8660674428096,-502.06033143337754,-556.2777312340991,-300.76177101294456,683.9007047951749,-290.2561458803982,508.11878843929094,-729.9271563753884,575.4042280634596,537.7184531248353,150.07908572888388,470.06923286148026,160.32109736644455,341.7974565557833,-5.681835241894978,119.63309839917159,227.97311365340352,-53.20271184663136
29,-626.2047028825185,1099.278854677258,378.36302483898214,-108.30175764162365,-241.97852686335685,-62.62016050513717,-829.4173354550824,324.1865555844865,413.29219328528774,278.8169660487375,-402.18995892733477,-49.56473758432929,49.826195291413484,65.85285962779113,-121.88949600852271,-81.74680537183875,-129.98638734425438,61.618470504219324,-135.11930767821954,-238.828233512295
30,263.50402791483236,645.1925529458463,1221.8437323675394,419.539119248826,-762.7316739905505,-298.0255281050422,-299.1456908591283,248.30440800320764,144.0502254136463,415.47070208404955,-135.63762654297554,445.35073588516985,-118.66084843820234,892.8649818807817,-181.89835696967774,-48.94035888052382,-107.82632577313079,56.76727352325163,-177.53567995325866,412.8412520376529
31,67.02730565306797,69.78376369714293,76.08576319112863,65.41287672901682,-954.1146625092523,571.3576132259235,-150.67954291464181,386.45303743217494,-176.39616535186278,58.853943219513496,-624.763183522571,-381.08809760196425,55.0580887642848,-26.95649408148476,-253.78891717982077,225.19326147219132,199.45835352498935,-48.567652830188365,-34.2456310262541,-73.07057321833534
32,-791.4906045904963,-368.5792867699468,611.1138429511138,-3.882199003896601,-374.74817765315277,337.0718949215676,521.5293993699142,-256.644231839612,19.14728588102007,398.526080116581,141.32271764484256,-98.14675095509531,85.24975673796078,-147.18970934099437,333.95309270385104,-405.24427241207786,16.375263344843777,5.71714909888069,287.4649999722247,226.3555542338155
33,-21.303825359828824,-10.328464642931175,1185.6414731934276,609.4061925252582,-149.81247664985042,-250.5676782053543,86.01284460635908,-387.78732122896554,-202.80109673809736,213.37132652138303,-14.526432928005761,83.64814025174128,-228.13566441123365,-86.07429923468284,-285.4948225925725,109.01662783533946,-503.91556123767543,53.122208670350325,416.2840395102564,119.58040118199641
34,-913.1987571295799,-161.73558415770015,605.0774489695699,175.61997405110958,57.5171641324429,240.82618918727565,396.3205916786588,-524.1337384405963,6.196945397324857,396.4206204183045,-170.75076778324936,-12.497037731133176,-228.39176178022961,-291.16914784099885,19.62388079676733,-234.95614434557456,-6.85828434388098,-19.819375170685536,447.44050280587265,161.9400725385802
35,-614.3697312572532,-267.18916265946,1024.7208707196203,-317.48405607998484,-335.1356502841222,212.7557892026572,146.32150996988497,-73.81886369224729,41.24068178161135,159.00662084315795,376.88721574580967,-51.883639246208304,-87.57930120557495,-289.702525216456,197.61856547573075,-220.71151541652102,-44.15330678960465,-184.10483804601355,260.69545766580353,141.09877106358758
36,-224.5795550367666,-77.03601727760964,71.71626386916563,-165.2931012333946,-487.9572707745119,449.94855867786464,-203.0102173600155,48.45033797001339,390.8184587290685,-225.530499557014,-233.7675232070563,-469.6378667540812,-433.71541458713364,-306.79343737789,-162.28945542662282,379.7409842627257,163.25342562257043,-224.13359390932789,-173.59124291571817,-75.43763130722292
37,260.9243919610164,-225.66728410363342,-549.5959134047916,-396.2679935785866,-172.9005103402659,458.28521745749833,-339.73910520489824,66.18441013892162,-374.0868272422003,369.3632604200114,-342.4097006089906,858.3174713827657,-124.51275653829188,-97.08120209926471,61.020608406646,-117.68392305374643,-126.15527392195376,246.3828866518196,-45.61503777561028,48.31491293499667
38,-132.5978805730537,-100.6867836316375,954.4399859998141,-474.59076370968415,6.501070251662235,-295.82000640271474,300.8909647477443,-406.3553207205817,-232.52544410432307,39.3967270669259,-29.495374640568123,413.82081556829144,-154.376727539773,-136.6059415272545,-86.32426973664951,367.1891451535904,-282.52008966639363,130.97556765794124,291.6924834605822,361.9200198047959
39,-480.2995776162433,-218.40921496555015,786.6283120770169,507.31726622294184,-157.29865832913842,-145.31778150362638,212.87964702715624,414.32654209328285,-101.93859115931762,417.7747769662087,-26.34238934612887,-144.8544113828602,-511.69280705422733,100.20869854015615,384.44766058688793,-56.08888996796643,-117.76583555558852,-124.06873523445608,194.80612321245405,-143.3201743473322
40,-136.86957659946822,0.4316964719851219,549.6212925771232,785.236764930774,164.74227556239993,-683.2584368206241,159.34952290195972,134.87752779576027,-753.5215811932995,-182.68886819879182,334.8595391592887,-309.7347859230547,-59.30830077614255,-258.3979447322091,252.2936570028712,-76.90199418238353,209.46223686756375,112.78598785225631,71.95596712742464,-134.72703215552727
41,0.127130185933936,-744.7364485863819,486.1358244727825,88.83298602822153,41.08645911383903,-348.4679158199853,303.0912337153742,96.5797885656525,246.09022097955017,575.5231868886041,-58.404440180250944,-114.77871619842917,-28.41962312400562,72.16642483771547,503.42992741217944,-206.76450506555614,73.74347456566109,-275.25614324029056,48.863556077798265,242.71971456861928
42,-271.5787023374494,113.15860473971468,658.2483104594518,-646.9387379955185,-75.67246588704309,-100.76290797777509,-472.74740329310436,-112.37052591892619,-296.23263037058535,-209.5711392723,-32.728972317503995,278.6266150220942,-169.5399151326744,173.7683090880525,-36.63899154414329,404.27068637752643,283.6506943189622,-25.21311422299184,225.23703148491998,215.4721172953868
43,944.1717743008412,73.2041603044292,-956.6588385991367,280.19957481169695,155.285261701974,134.13284686399751,-171.49450655111477,382.05404718224236,-323.81319493251084,203.64964676336555,126.38410656789726,506.07106770251136,212.1934698957804,15.784801424345376,448.57887188155155,-85.58968832705595,184.51148544070924,-84.75774511564548,-28.160036616516102,194.77393849658782
44,1127.9471318184183,464.2345084100481,324.18195868167834,-899.8784418902299,33.637746645942066,94.64801287846208,-201.26462938887917,353.04857656531107,-247.9230527194871,-47.659221427326806,-41.234494674327834,-2.7751699476141107,-439.6336286093987,5.229943804234215,198.8664643202941,-403.7289102858912,198.13934833434809,-1.303956158823215,-13.233443824979991,244.76420511357256
45,-161.19644294666907,64.94632926418998,601.2246466608167,98.26404053198067,172.81524350155706,-599.7540878721016,525.3113288506497,87.71347330472734,-554.8693329611938,61.703458026493486,-72.7920372312084,-415.1636630429475,-330.8059893024046,184.72628263238656,-88.31862889284253,122.90743429048254,185.88279560752838,66.4958818592408,689.7098028146771,-43.181902889657025
46,531.308431749856,-93.2696321081911,464.99560677668796,1018.9022742880819,518.2224578085315,636.2275905358326,-35.73258782921784,-215.82419263298704,-156.94175593722397,-211.6938507455906,-181.09158598491118,206.18050837156957,195.56388702035446,454.48974065760615,-110.23667002112441,288.0601276706313,-350.4088605812208,315.74008284560665,127.85785885168929,-579.3497910015847
47,77.270396583086,265.98726532934154,-51.296336369697244,2.2917751399339967,421.19719661019616,-517.7913787487687,575.1107073146765,186.19071944873983,-406.25231554968724,-87.96443421628332,593.601190569666,-30.878040611121794,-409.1899276201691,-267.4299903209865,-472.7424187572017,-165.37201161444708,197.5423461482813,-204.51511075607814,-111.5593955127358,-93.64060582700917
48,357.3253140447947,-294.8014384236766,1128.2330414859402,408.0813121459624,-252.83715828868958,248.65153184067697,-161.1559523267081,194.395610507115,-272.29704264807435,-352.74165007328287,322.0440012033371,236.76033514873407,178.64609893131703,206.0172667424237,27.285329051048212,-432.318994702042,-142.57108855274046,200.898424335774,-196.5592878598349,-129.50045745722645
49,734.6732544184665,190.18592489467602,913.2264355034702,-17.14930073710102,-148.1690830852771,531.0531542411618,373.38273698664165,-165.70792509326722,-52.12451943173583,350.8390528574543,-270.03100829503904,839.1716462857247,-160.34134707672843,201.73274647722178,596.8963206420725,353.54977713058236,538.2422520169846,-37.639375062311856,107.76187487605321,7.917404719160891
50,-384.96295780001645,-330.451470067662,-714.4823697129274,211.75318246231438,14.771520081174929,211.4726330803204,287.34869070679616,-591.3383686729236,42.66244150988321,110.632041241786,294.32133888735586,125.79513768181997,-101.36134577803395,282.1803368039735,-89.71326874146614,-0.9804614557573594,-335.9664631278178,39.736912787104906,53.492395400971404,-45.839395555658484
51,-193.3315873125996,-394.63102956733144,564.4913923313864,-398.80031894527,-96.71074464917187,-323.43915657546455,304.9271816055363,-3.8253221348012,696.5366446038913,8.294052637175119,-52.10024204862833,-113.14686143902053,-144.750832440324,-164.69184513472538,10.168355127051925,-282.3586407799316,295.3059196005432,77.52673527419596,152.32068842540764,311.94982085591596
52,-853.6062461781681,444.6580508587593,-280.8305917806904,-143.94359467930832,-416.4583614955498,216.96080877009842,-453.85688902944213,-97.6335849053718,-139.96752227701458,-418.14151207230344,140.29475102937204,-287.843821491821,-99.42886595857539,140.02674635120877,333.8460089182218,-76.44906321264901,306.97790084896104,-140.79080013693888,-226.04548362724265,-214.62478968092066
53,588.7211735917326,-166.19228736166306,282.89890199299356,-457.3345269610428,-71.11163886560468,-285.5202778700334,-413.2317176319546,136.6242483701485,-115.50275465359323,-778.1711316372744,-123.53122965529974,35.88240320281323,-431.50459732997155,309.8327419495496,-239.7547133729369,123.95544636626433,66.93603236057882,-88.06199797660035,366.626710109252,327.00017389773603
54,939.2603952278273,-75.13774326454714,-0.5529270857230691,-153.7497000041322,963.2630884364471,831.1017088527392,-159.40424554227224,150.2820620028878,30.02743441196578,47.30285286359163,-124.32273266353342,-195.84135279749225,-192.55725419438966,332.66749869924854,-246.1207952027352,163.78089166451852,37.868669358229425,323.74598142215433,-168.75829056943638,229.36596527121648
55,8.977281293335846,-361.53486209460516,-12.286183215662918,-218.19514739404042,464.30654848836747,-539.1544503606209,189.6007276871139,381.6964522317868,349.00188813269034,-467.9036662150466,-180.40502442098074,-465.4211596499041,-190.87930686849654,111.11497317482193,-131.24208687159194,127.1961691042123,30.000748477213637,-263.97683766710253,223.76962783867774,267.34468370172397
56,-411.7304029491927,352.85791401913576,566.6063694508147,-728.6172637868494,-184.46690905474014,-402.653697509402,206.06135905059034,70.08356968076832,42.794885769241525,-374.64974221536005,296.6204941238856,-140.35974972443708,-34.86495320697105,382.26833455922207,6.269746126846921,-306.0299137798332,-102.5023240298397,149.31664039049377,118.45136970162197,-271.4416293315961
57,-146.71756694516628,-900.178361385819,326.55890692673034,6.0045160538406686,-309.39543087452256,-273.9019740130973,-14.367383326285875,451.2797263996676,-80.30480782936341,-212.8267252402465,180.62541555310813,391.52738060799646,281.59914695402324,88.5534450819321,125.91438142452424,322.3891456273268,-116.03724556981506,19.71854015188115,-252.35786254849182,-99.85054481262632
58,302.1444601796502,-570.0425368584029,1087.0564489152298,-70.45702366371533,-14.621111037316023,280.50322406182414,155.02923263278308,420.5553012813674,-62.01910677008619,-174.8518688072804,94.58145119201251,-220.57342110730852,-42.595833146834366,42.549746910619795,3.4989572552512485,-599.7279064674688,281.22171641206035,208.15714080671663,-100.98856793800286,98.11381925552624
59,-649.4031857223872,-496.6298440144215,-302.19849889002097,238.401953827635,-508.99375499512615,340.6425806394041,83.57051588529492,-83.24615592170863,-37.888521793855794,-220.84088577682553,-193.0531549450388,-43.30930381421775,335.24016994154806,192.69461582316123,-40.27889825239122,301.6244593721391,99.04919187588767,-219.32790451020853,-91.83334276482105,28.852830866480254
60,-7.1506778120112005,811.3014955032514,544.6417410723877,-671.8423184672072,-84.55353494029558,-304.9666790648356,340.21619071935373,236.24606391846734,513.3660938943398,-134.30553844870957,-193.34468205357138,101.49514794869378,-9.108760820833265,93.59665427870343,-325.84253780137817,-213.8599139721742,-218.0937291877265,-146.3743986992557,7.31426891668376,196.75247208182662
61,884.2285345562274,1239.8929831529856,357.3878617189223,31.865374632067052,-892.6385706071327,-206.44488221026634,708.0918788868242,-348.45810170089476,691.0097020946667,-41.38094323465559,-92.23289450727403,255.49538121172284,104.4411194938013,96.1958286916528,55.97405123823092,608.4579270410446,531.1553535991904,-71.67418162774084,268.3920123825002,-116.80942201184091
62,99.72807704895453,-335.94958976097803,179.82289233657698,123.45304915776404,205.15759615917233,247.76111767828837,-58.37779556858666,-50.48250541151403,412.744308660598,-36.75979742524626,-252.53815656312295,-61.830885331078115,160.03897430048244,-239.4289457399911,-310.27944253662963,401.4294214255897,-133.16022300210017,-29.307158295311424,527.3214659420804,419.48940824659775
63,1380.566988957651,871.0511080924485,-181.16071828827083,-416.149344851991,417.37302493935687,-110.84350574357524,365.4370163337939,123.42389340549575,52.87791163695736,375.26898138725414,468.4143704086151,-197.49105321390076,338.1597374989465,-82.02060461071028,554.6383169130204,83.51709378687477,300.904998935772,-140.2526300786005,-340.93968648606244,207.78984722135866
64,-516.8441735467057,-829.1087339560273,181.29686796330967,203.8445476825933,-289.7889761068819,-145.27148286781681,558.3800073227873,-234.45034501340888,208.8186368283443,305.45183538446224,-172.4438191977439,102.97636192587885,229.07201410011194,101.41334302099635,248.9602630541451,-340.7375257381835,-133.4616379649305,-151.5608130946601,-304.31062025014387,23.21399584376813
65,-955.7839301307016,330.2146280893378,210.61576066932219,746.7576872014679,17.819317197021842,-187.14442617205182,39.48510609680507,-420.5775442148908,362.25812354897243,692.9381860765501,-67.17245727205635,-45.953082942873415,-280.0618585977833,-134.27216311372317,168.03611256017197,-97.12606080824943,-145.6272374066602,84.50221813311578,-9.947663506418605,-59.205573458206146
66,1213.6476876588001,493.1582831891882,371.4759450251596,-759.5560275103455,660.1347800077992,335.20769231270833,-193.00586055472638,102.25384849992966,-560.9992060568829,253.6929558361484,-184.93767001147108,-80.23747913994332,170.05107984146298,-195.39491946286603,360.1549561444418,215.35188008824971,300.87520130288954,-250.90884603986132,-469.84682444778167,-75.49320922497755
67,27.43774250458232,787.4014851725876,-191.3062169221896,635.2922375544525,-126.81130110185646,-227.70337588505055,-78.65517642268846,297.16317019012644,-125.80473705291931,-286.46371126035694,-239.34637291161104,-6.092443203217856,-336.6491718303104,-739.58753870599,-55.22960294380428,72.13685486834129,-100.9900057956292,572.5933311110008,-99.85740277544971,-119.30152460967966
68,-204.28319465214818,-596.7136128265233,-381.8591933235715,-348.66626907258643,-222.56370528578725,96.48502017859495,295.53346472818896,-504.7449941698745,-13.515559329064516,100.44734101785677,74.29622005002807,639.3124072297543,-116.53900363974995,-212.28131238318616,-253.17661092702724,23.25528540244173,-299.13183332852304,225.582523982638,-107.26897289158809,86.21228662880604
69,515.7737242153484,-454.7752082624981,-65.77404997941898,-79.90292040559353,218.78504807756232,-216.19582949487483,-547.2140249992962,228.57551156074095,156.55308921752035,-463.3179481395493,398.02061523146403,-216.7564330721989,-72.50458591967765,-41.74478325554367,76.94645661091545,212.2123848857872,137.57771353827636,-134.64400470921603,66.7673013496716,406.4794356874802
70,1419.361572728206,416.6090412950603,426.26491423403786,19.01689728254272,-39.12901421328704,403.54221647843247,-99.96400383226874,410.1928563479097,136.20830999046154,481.8090654166644,756.6776418111833,-19.553978527437778,119.1989580871246,304.4568568512368,6.575377597248682,57.36235647024283,348.3422788858063,-177.95783972127765,-37.13811210575057,252.21667555271696
71,-628.2704409786068,-43.15259084800659,1049.7110232698892,-268.4514601271518,-1.853052275818345,-176.61444926574177,-294.28451628868396,-340.2779236591151,205.72938219229803,16.42568486879578,47.697209696238374,-57.97796489166125,125.75316484547226,-379.34247871603066,-158.26938384228228,-86.12132564608687,46.04704385138445,28.086859956206357,119.383054751601,-239.40004441761266
72,-506.35761213724,-619.7568374264252,-575.0130386253323,348.71497908273204,-396.12174697545765,211.08957432320616,277.1380411735041,-505.71572299581186,337.4257724228436,-132.64966854897943,29.29013617761145,72.60162100303194,85.69512706984334,125.89945466044425,-82.71284519940933,-209.1385949192875,33.08836967966975,34.54900589432269,-171.0673743995867,-68.99028749085362
73,73.54966222238716,-845.9296628587268,-434.3840860765227,319.9383011828885,345.7126673380134,-323.625326772619,-208.7869020810482,-12.71754609763042,141.0191910315501,19.87933592758571,-228.23693898359696,336.60494046139263,190.09316081606877,145.71563118169897,30.170240583687722,263.2712708750897,238.27563308507493,-288.08516837037075,-70.6489336840186,257.1116924957376
74,304.0013975776498,4.081752950682223,-15.179309398468652,-772.0983351762583,450.32680223872467,-561.8583835733874,355.04844534399746,256.45599748216875,-207.57685939058678,-331.8812438541035,-704.0435997200475,216.3920117959123,-302.16939298983925,-26.35387770308587,250.78203116500129,-206.61188332360027,-12.665284483108511,-220.31635278689257,-210.39471144467046,-46.499499073059035
75,494.35462055946294,-343.2884346582795,-110.47295452262655,-55.30652797207762,-48.612031417341974,-306.88161196613584,-462.27426074961767,666.2229929680647,-159.50383326264804,-366.73534446861254,344.64918741296,257.41010924390673,475.66595001986667,-343.2802287666231,376.251322002653,29.708380307691954,129.58286292730733,60.025751645716326,63.14446561557889,-31.072506644275748
76,-172.56802079298598,355.78798576833225,-56.336344113294494,471.2762317189576,209.2713912959549,-540.7094855480905,81.37341929219565,-135.7041223126591,-339.4599099464501,116.67770202853742,-82.3045862250145,-402.21708419144596,124.92010446650612,-660.2220418372035,67.29446861666784,154.21919852029706,-313.23525498498634,227.25016079077182,-170.84350034361918,454.68677859152973
77,914.005403208791,395.7390664497412,-328.06341014023417,-247.4704924043421,1239.4139639372884,-32.491450510258446,564.4339458731522,0.29270211464023255,-296.73521461108083,-233.25680374001413,-154.0965550114067,441.41781230888955,434.8370304260739,-36.18302497683075,318.67606585014585,-117.98241222519412,34.30459734249029,-280.68348302780174,88.5824320403267,71.17808611195976
78,204.98331237527302,-448.8612549813265,235.82943765290108,754.1987339504178,84.12416938320729,-444.66294296029844,-386.39645763272046,-173.52386407364943,-291.1825040318942,-438.35303162302046,148.48077999435716,179.62762974819236,-12.939999583115663,-170.7442640930077,-9.681542607873526,273.8576091142792,-350.4208782438329,-82.0378150841684,417.6890540066529,100.01903445252509
79,-885.9890062752115,284.47313185678865,552.101406812834,227.54781354402812,-35.8461540867312,-393.53002084166945,-3.0994466558578777,16.37048195898874,297.1662211584709,621.7569528967251,-261.2643309809382,180.65579153026152,-547.348782673916,-228.34922398466426,-147.58256042212543,-155.5009703898365,195.84731452517383,435.9610265174153,-347.3280300317458,26.15521484667303
