,Feature_1,Feature_2
0,-291.27573775373946,337.82534185476266
1,-104.94260889289062,-62.71565349471836
2,-680.3305512393956,-153.26923401014497
3,521.9575620161175,909.6804339007342
4,1059.110864856806,312.96984166229913
5,-789.6875133542547,-25.54321819184325
6,11.741964483398618,-191.3305700585233
7,496.0188452930235,524.8764040422539
8,813.5806063239698,770.0310100621808
9,575.0973932980149,365.74640083920076
10,789.3403059170489,813.9033806447491
11,-817.23957503755,-382.5759994828244
12,214.0155245932533,-275.265097808618
13,242.22051976025247,182.64694784812284
14,316.2111221414961,-231.70423476534404
15,256.42239393085094,-283.9077513045281
16,390.20069797439606,-153.21850944712136
17,616.9320810193205,179.32615008415112
18,-397.92016309094294,204.4443900746032
19,547.5484357303355,-487.9609457785278
20,790.0979417418195,1578.7898488019357
21,613.0474692292271,-259.31584127269497
22,717.4312411454159,211.1583695150486
23,540.837266047487,1039.1224325407838
24,-706.3133157859158,-358.76961731598016
25,-102.43584870718884,-235.76688081415156
26,-501.8469314243483,-667.4382575704174
27,256.28071025813136,-653.677591102701
28,506.4607018945944,302.8431982335459
29,-626.2034566606579,1099.2725636785551
30,263.5027430606061,645.2050166921963
31,67.02905700051835,69.77297853432461
32,-791.4903438661781,-368.5808506613929
33,-21.304142369634203,-10.326208543734532
34,-913.1981248531307,-161.7406615916635
35,-614.3702686921399,-267.1884870034215
36,-224.57929795839482,-77.04083260489624
37,260.92540857003905,-225.67076252969653
38,-132.59796564641707,-100.6839240248287
39,-480.3002110137637,-218.40381909412147
40,-136.87013989334955,0.4327957365153358
41,0.12755000570944236,-744.7370285776828
42,-271.5794195578537,113.16387932578324
43,944.1720456990433,73.20468019484875
44,1127.9466105908964,464.23658883412344
45,-161.19721408950326,64.95079554429213
46,531.3082975034009,-93.26377123313772
47,77.26829691808724,265.9908034925227
48,357.3243637843,-294.79561764389194
49,734.6735554381743,190.18882368053315
50,-384.9645407431197,-330.4407972585806
51,-193.33129367333765,-394.63467007047393
52,-853.6071133680331,444.66270517580637
53,588.7199066910406,-166.1845014230317
54,939.2597214481391,-75.13195967118256
55,8.977184862781602,-361.53489099973706
56,-411.73196883756844,352.86775065305363
57,-146.71768106635645,-900.1751550728095
58,302.14412644758517,-570.0429190405787
59,-649.4025797578834,-496.63186549965985
60,-7.150325642217335,811.298665010057
61,884.2286961857549,1239.8937173331942
62,99.72935234590025,-335.95645502708203
63,1380.5667397494506,871.0530883251693
64,-516.8432708797721,-829.1122337191233
65,-955.7837496989065,330.2144978808908
66,1213.6489224537327,493.1510185172375
67,27.439076100292734,787.3920542565654
68,-204.2833893510697,-596.7127691095799
69,515.7725129927874,-454.7693164566259
70,1419.3593394068912,416.62055248620663
71,-628.2697664414459,-43.15988509156577
72,-506.3578904545268,-619.755660319143
73,73.55035022591768,-845.9321800945439
74,304.0029280343967,4.0745080150462485
75,494.3552870296077,-343.2924934366456
76,-172.56639632129153,355.77801321032103
77,914.0067123545911,395.7331942511332
78,204.98301931644596,-448.8587708572396
79,-885.988688897491,284.4698392133544
80,6.348186741224877,498.5980927506445
81,-293.56064682615266,-557.5662748850177
82,-262.0073908855727,-622.633706281107
83,360.75984192156375,198.52474501222503
84,240.1559609428818,-836.220341231626
85,-510.60861443429565,374.4427419165979
86,-789.018529164749,-58.671426373295795
87,164.00198212789795,-215.20343561483335
88,749.4395108722156,-368.9801293120079
89,740.1062843760773,-232.09036137160012
90,-94.54485759634684,-890.5955045409476
91,6.054483450181173,1114.9910959551594
92,-730.1991795518833,642.3633082178618
93,-508.3604736420012,-121.1672800333199
94,-591.6802991944885,-128.44120185639662
95,-464.8880890891832,135.91649003040501
96,-886.4277536727421,1051.431786816748
97,505.63908204456504,111.09388244469358
98,459.8648119721009,228.19738173321667
99,955.8769168988763,-397.2832267930535
100,1.5012124470404469,-741.1600909785436
101,708.182335119145,-826.3672747056469
102,-156.142554430564,226.83364514476924
103,-411.92592077290664,798.9060885508484
104,53.25356945378108,-781.6125735131858
105,637.7629505079271,-908.4088447495434
106,-278.01358946444856,276.9996519602532
107,-90.11425187177413,-410.35659079868327
108,-717.0253036230038,-215.79696540379427
109,-718.2344417317449,202.29579516397624
110,276.8745234360193,-706.2786922598268
111,-512.4791923504433,-225.07783016641255
112,843.3642646765863,233.93127100002974
113,885.2301000118844,-346.6228738698361
114,687.8475084101644,63.371049242157625
115,384.0452127809018,-867.1440604793813
116,796.7686975231578,-615.8834491809572
117,-666.5536052197754,-94.01614098993805
118,1387.723444470627,755.6568822818623
119,-747.2533370325643,-169.74938447906771
120,-876.4167509693208,401.2218526173206
121,-407.9838942951951,1316.3307593325528
122,593.9067394413522,341.50836146497517
123,871.1620234065,141.52461656712842
124,-356.373410359177,-495.72465162702355
125,-180.6188961571372,-165.3234115928543
126,-224.97755886401384,338.5685725026662
127,638.9709572050699,58.07449309770604
128,-333.39997657286114,246.34101728268823
129,597.874291824027,285.5553378558704
130,-824.8677196328969,524.6064712854168
131,-804.8434273257182,-330.9953588225082
132,983.790921492919,-482.3932247248329
133,825.7787826652086,-653.2444458188779
134,388.3287605227772,-202.69550399570446
135,-179.553325795077,-392.85477220419244
136,-710.9165709836913,292.35576386862425
137,779.2973161691228,-825.8102840202973
138,-343.8863390056888,-380.94518240079
139,652.3689741328269,401.0326147446851
140,-318.0000040011316,248.1457553778208
141,-318.9312456649506,851.0596267426782
142,-767.9834242504586,182.8835776352296
143,-325.6450926732428,-221.50124439317878
144,256.18893002103897,-730.8076729021926
145,-718.0930960828389,465.27746918635927
146,-107.2029247874624,-675.5925980526407
147,339.6212006637084,-781.2249880208484
148,-786.8785462236982,-160.0061412776302
149,650.6313766338985,-919.857929720189
150,-629.3899630177547,-92.29565735006233
151,794.8488353655891,76.84724569529003
152,-786.0343897968257,141.6920474899585
153,-672.4054735061976,-446.2478931682525
154,-596.401140115393,-345.8141857114982
155,264.93910265438063,-89.90214743899317
156,469.4864880321283,173.75736507560092
157,-999.8595435209801,606.4780426974511
158,-471.75841681910805,122.93232983885707
159,-642.7241110260733,467.5496151173963
160,-64.86415211693557,71.69058253856437
161,-331.36338449967633,-645.0772643300616
162,-574.8467690205979,120.79814749152018
163,-423.72109192080234,-459.7397206746022
164,755.326153664397,-471.51755783416786
165,738.276712420457,627.2727037698558
166,-911.992949049904,87.34872341366439
167,-60.34315110671245,-500.62532279743976
168,506.90618365245746,-269.1891060207956
169,-567.8915267072801,1274.167788501859
170,-251.3766849467276,795.7179502355572
171,-756.5556709561029,-219.87652091839237
172,-518.3804442708824,307.80341542719657
173,-16.488840623659463,-236.2961329698835
174,129.08305891335357,326.98548714668203
175,-1030.5016118435924,696.3144175062282
176,-892.6407811459233,-456.81577125889487
177,-418.52233985255367,-434.75474320918045
178,734.272467376958,718.4789293148447
179,-590.8397377745981,-588.8265073451474
180,-465.42028469890766,-353.49155788846275
181,-905.9264334891757,-518.5580371843645
182,10.756261743101295,-216.52327478344898
183,-167.8705095459505,-1028.3692235552776
184,591.8701172526763,448.06560942906793
185,-379.03398956135777,-494.96141490692315
186,-880.3350400561753,887.6952947066883
187,226.27486338187643,234.54313813079938
188,709.7875186368065,-237.76734670958217
189,-562.4984989135359,-209.80339205113097
190,617.5003714181452,-503.50946283083215
191,-599.3781333503209,399.95739959292035
192,409.42590137858735,-743.1784532891488
193,930.1606917979595,162.65689712084483
194,-248.57064536981247,1317.8678281877214
195,259.49186437495825,104.38831558960996
196,-239.6337839251652,-122.69538742398917
197,-146.07309131940136,871.6171705653513
198,-670.2778220420855,362.9214111192616
199,-676.5017545821884,-36.56799734594161
200,-355.95380403813084,715.8607383355867
201,-921.663156456839,169.14250561887243
202,838.457878991624,774.7573111306539
203,567.3055858862108,213.5274019005617
204,342.35888100533344,908.0663637710109
205,-399.71463182132084,340.82832782649155
206,-715.8241691276537,27.461643027242914
207,-821.4849141467702,438.15758494046713
208,-792.3733619147087,375.8462020134342
209,-156.24657988714293,258.02314418701
210,70.58558949168943,-747.8583335671077
211,777.0759900716465,746.6997498649267
212,161.0850277887731,-706.9614570012615
213,641.7500396201638,-109.73811002682075
214,-604.3963491732558,614.8436057369323
215,52.91716837366654,-345.9862123239193
216,234.10682031774775,238.3562592584834
217,-66.89280038172936,844.8411478111749
218,-629.2254717682509,-144.80649595263594
219,652.6302492484353,-696.1935333509737
220,-61.70120836440671,-614.4159207581174
221,738.6752075714317,-597.5052352157755
222,691.6185123076139,-285.91310309218136
223,-563.464096303768,214.09404728153663
224,-257.783101612883,-682.4878901178074
225,-523.6884073198012,950.5957114774723
226,549.8676909970361,-466.0221286949554
227,212.751474856982,-626.447831041534
228,1024.588011893618,12.580494003900041
229,-1006.130419672712,-240.21813460928058
230,963.7445187121646,-340.54486417836523
231,535.6772720332752,-663.3328744762099
232,-449.86251415723706,15.736444232470992
233,-764.6920126687955,-367.90079889139855
234,-830.1960058414268,-31.750005115967095
235,-739.7441046910709,31.36000856235123
236,788.2568267026522,-486.59654204580187
237,-688.8035896161882,-422.8406251620415
238,-55.01783726360818,-447.60980327939205
239,-118.63332377410508,170.16285903539526
240,-658.3499731765519,-110.49309567701323
241,-278.46833627795723,-107.4694925774693
242,856.9462660384188,223.09983054003024
243,-611.6390365222888,-321.4526647715681
244,521.4496563334034,-414.33006771970986
245,1322.0101904590747,735.7867804914815
246,167.3538665350442,-576.6380227871983
247,495.7163302484429,853.7475146151194
248,-873.359711759902,146.36864523263583
249,772.568486467866,476.81388711897085
250,-141.38765296308776,-785.2338866285659
251,-529.295011495432,865.673224591562
252,-559.402538427357,995.1976466366339
253,531.0332182309517,-107.92982668874744
254,154.33392083681852,499.1829402054638
255,-440.5633811176271,784.1725121105264
256,1370.7375276291039,76.44179926058818
257,610.3832948375873,563.306090801505
258,-450.2903769366337,-459.9829472200757
259,-794.2630068877467,483.2109829885946
260,39.87517610853502,909.721112143218
261,545.2997005242644,-500.486694744137
262,2.1446111192715516,70.30749729842125
263,-603.338204321632,2.73964816639043
264,-161.14536525452164,-704.505280415614
265,1438.1297742545771,648.3827728008711
266,-11.118092439140588,-393.68559225672834
267,-835.4612813904357,434.58185714364
268,-957.6963691137979,482.29170233274806
269,163.71081241800846,-999.5887477231208
270,1022.6235084990715,-92.26923429529246
271,1301.9881991818356,870.1980524484114
272,-282.80742662941407,-752.2503694514435
273,204.14783378879747,-13.226426269744758
274,246.23381947994312,146.18946459082036
275,625.5232899840561,-331.6967079399378
276,-731.4130111041582,-636.9738361892638
277,575.9120299721865,-317.3470865310325
278,-764.0468964949308,339.6650754159029
279,917.8842149292964,747.3664719802777
280,-750.7160737376587,738.9323983291231
281,-421.29700539647206,-702.5200524891462
282,931.4453448562307,83.73397510673547
283,644.7863308193582,667.5387909574071
284,-21.93751688063521,345.3797465007708
285,576.5236019957764,-792.2212401494924
286,-778.8483075831494,71.33424918493071
287,-556.4253056715821,-68.61268432523192
288,-236.57171872647777,-642.210001966842
289,-879.8972609299295,399.74612491671365
290,-247.71753155820807,-954.8419284820225
291,-29.706538654572807,-445.23649885417746
292,-727.6559250484842,638.254763491356
293,-584.7513996994958,-442.5027116079011
294,-676.1940529443524,-540.5521134516446
295,-292.2947191048861,-470.3908945729104
296,-77.59695065100908,-370.46147613301844
297,-858.3203175218522,-335.8427409963229
298,953.6690022309659,490.58809490974113
299,-614.858925033615,-735.4260049199437
300,700.650566211658,109.76517521338472
301,-91.75471530963574,-723.6048169884418
302,-976.8417761138851,-540.9750499387588
303,220.8718354367335,824.6919378230422
304,1088.2684075803822,-44.93025871806263
305,1052.365150944174,153.40307629827475
306,276.8889133308317,-147.56951145743838
307,264.7373736686163,-841.062298031425
308,142.70161666099966,821.452822193786
309,352.2281061752268,-95.41674713308795
310,137.33648813980875,-681.5088228794383
311,-483.89358687461225,843.6686175409496
312,-823.429624731303,-136.8561757972977
313,-957.5603593416562,314.67071926671696
314,-645.2872112036985,-443.68753236580267
315,-561.8869798324192,-74.47045832807899
316,-890.0785924631261,37.40737407064865
317,-702.2743203428771,-115.4667744531945
318,-475.9682081707259,-175.33590276838845
319,397.18787805129347,1278.6305147158582
320,-680.3305422764612,-571.3311489367611
321,165.55012162574553,-59.12450068750166
322,-407.97332859155273,-131.6688100110296
323,-772.7336720864747,1317.1857364449083
324,-1.6124768563274678,-530.9677065464233
325,459.35720456159055,-199.8315893171054
326,-777.4614461299901,132.1088976565201
327,655.4932342140436,-592.1561377037663
328,-344.74631782367095,-611.0857682448166
329,142.20148463371712,1338.7702435248036
330,-587.4018482215374,776.3702150130007
331,712.2304994553008,-555.3668981862488
332,271.1548116031371,-133.04970910658025
333,-844.0416329782157,627.4976719899211
334,1088.1901483616143,1589.763313433806
335,-919.4660323982804,0.6575461483418891
336,-450.60696772951735,-767.9192843089281
337,-362.0800150021917,-899.7550079088559
338,-664.3264018669649,435.86088147626606
339,-446.28211469135374,597.5732126377693
340,-948.2770692988663,604.1325255587753
341,735.1862006783881,444.7424732840451
342,-687.6789701465461,-304.6520615310782
343,218.02602664835788,295.5543784025404
344,1581.9558426772805,81.55389028364456
345,954.0047530717449,243.65484840333644
346,-736.6093295397104,-51.95656557673314
347,-692.18730487899,-437.449912267241
348,777.4007188686744,590.7655709856111
349,-748.313971932879,-434.71640635601426
350,725.5488362542831,-281.31809092695414
351,42.98315617642895,-105.00320537674531
352,-236.23370749497093,-267.5702659719722
353,-1063.1272530990454,514.3322688966082
354,-75.33941387778225,-477.58012145958895
355,564.5552305446307,-195.67762276561763
356,-187.10831034704162,-880.57659758639
357,978.8172076950145,-45.653817750018405
358,442.073552180617,-0.8065492577608084
359,-171.4505646510852,376.3431110255317
360,-621.1598400949772,34.21302708663226
361,83.66115488486318,-212.74147851882003
362,-158.07182529360483,-407.08482283176966
363,-345.136223209712,493.8473889779612
364,1331.9646314216775,389.35229462907006
365,285.4197509449569,-524.742451932546
366,-247.7249397975226,-286.72113658633367
367,-496.4366036772834,-393.49931044786126
368,277.0975580433431,541.913826740099
369,763.5067916587934,92.51563605388318
370,184.00103220833446,-710.0864363567322
371,-840.5399599859813,-243.08233357413593
372,-397.9611740448996,-844.8748743167545
373,133.8833612830934,513.9767611849793
374,310.4937875663779,-681.9981704811943
375,-273.9876703505019,-307.80036285520424
376,64.43322568946716,-295.9699365746284
377,-205.5950038144434,-117.64295579439437
378,355.2001323773976,1678.1112204252927
379,-641.2851567952553,-207.12270564196035
380,898.213018660633,1258.7062796285688
381,136.9717464416731,1541.8700534909383
382,-922.2730663960457,126.43787882649289
383,-859.9098442930151,537.0352539308308
384,104.37750808781288,22.81277975973321
385,157.68943239421765,848.5710334580431
386,194.9838476014568,-874.4183516579802
387,369.71624030969593,768.9742364540145
388,-525.3039638053567,671.608628659902
389,-479.47605039761464,1221.8286205070974
390,-754.3919295969318,226.6434954030739
391,-399.18636286542323,420.1717885235978
392,-396.16360430006245,499.04235079787856
393,-518.6659002439443,-33.93229625405527
394,-668.6667498243047,-44.19693643473189
395,-691.246942105383,440.5549952118627
396,-941.601372823033,-0.9779092528653869
397,-598.9627644604099,494.16786064564866
398,311.5615995211914,-500.73409047755746
