,Feature_1,Feature_2
399,-391.4788700091906,1011.7940446718862
400,-193.67020288152324,125.69278597442334
401,840.205483735186,80.56926656002588
402,-882.0840458575271,492.3468145266029
403,816.5667559484898,357.74609418692586
404,-122.14326896686363,-535.6416004021235
405,-812.0479983165819,919.3264455515026
406,-1018.3439902901873,257.81230142471264
407,-769.0296245631828,459.71386559976185
408,1283.4778608149218,97.86752333985305
409,743.8177032628058,40.58928749929499
410,293.90508553020385,-863.008624418203
411,291.64557242270564,-324.16894492604325
412,-509.17702205655104,136.2973001296701
413,378.15588015758715,-540.6829765017458
414,935.2863536428771,-143.02825105304362
415,133.24364789743987,241.33172937253437
416,620.235548281968,-790.612309913058
417,-137.17504789700624,-301.3620060990524
418,674.4211072549698,-360.9488759989451
419,1277.641139115767,-271.9414271104045
420,298.9784385231352,-541.4801340549247
421,682.6624157889773,-77.41425502284415
422,581.1411282223141,-527.690676297853
423,144.8734496677741,-1017.8421218842626
424,310.9678125030375,279.9725264841241
425,1291.7616894489065,0.10861561946963225
426,-394.8906138032479,571.3710929783314
427,991.9098971443386,128.65300090601943
428,695.0821656714966,-330.9444763975381
429,479.522845900511,-500.25893483339826
430,1038.4246534524239,-237.13345940385108
431,-239.84166408918043,401.5425842207661
432,442.010920267263,-666.9259285837546
433,452.5035442998395,-700.4490795396026
434,-657.845506925289,-304.9337987535939
435,25.59433558133339,-476.04661263176433
436,1031.1882017990977,361.60360402756726
437,-305.24433607676656,-366.5006631341151
438,684.2641699684708,-655.621268841362
439,528.9467060823058,71.85490629155152
440,-288.27492076817396,-134.8737486959935
441,888.8946886791109,-539.2628155393336
442,1533.3192890964795,476.54484695001395
443,-229.8198124509978,-907.704014343489
444,94.91351378379451,-472.9946669942699
445,-317.31508532507974,-356.42018594946904
446,-402.5879775852804,127.67745378101664
447,460.83382307243585,32.25134946805597
