,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80
0,-291.2765087068116,337.8317596329373,168.6302009334249,-58.45498270139474,-688.4111702794219,449.97526250990524,120.1816954276079,831.3838881865113,56.16768228911396,-170.77209044267306,-281.95751648977966,-316.2743936843469,-233.97409391618297,-202.92140947892463,-167.14038229273774,88.44401734442667,-357.4894464981027,-403.43887864466615,-213.77862027507823,19.495323883338255,155.1350161082195,116.4037055847124,-271.58271927156056,2.088760607204443,71.01944191731509,341.84683731761316,89.74057227881319,50.360874825565126,199.81929394764424,-218.20133481157188,93.01616026541802,91.40029360718775,-127.04243265781659,-174.80014765400193,126.69526371902417,57.64121454766138,-11.824521704286926,-2.2030298697429522,-215.88199298153813,-79.47715324788604,-95.47811305409152,-43.16444985025249,-53.74113666828606,-17.704264389159714,117.85283374557437,-127.49688593649397,160.2259206630648,7.3836974870976215,75.21791353683987,-259.8765683948,-182.26636344505317,108.25371905181917,56.25849167117073,163.65009416285358,-42.332324362461435,27.387614260130626,158.27489819747535,119.18569668039916,101.22025041664372,-8.218369358870108,-43.05469704187907,-277.14786171149694,-120.2554365773679,140.25134027039178,40.148833256507906,-84.42691005843024,-117.55882676731956,-152.4481050120151,35.56911946486566,212.72285312688126,-154.1759017265798,19.303815094520747,-90.41490440504356,-7.59183434863556,-176.88640907621107,52.49464888858235,-13.248793574179837,-94.37150093797837,5.223762729996826,-36.546592427840814
1,-104.94167886854132,-62.72356904705479,1179.9248533665148,524.9758497103636,363.63690743145577,-244.23521889273655,497.70462307896054,-335.0657188807494,-709.5724667014782,-44.603258801070645,-174.21667045853715,323.2210529039276,-349.6554289522958,366.10526825846574,-107.8820929585477,-139.92810276563935,-161.55143909653083,209.55343928112626,591.1398593147793,-36.1332337501128,667.2394283812324,-112.35864181471094,-413.9791755456819,-363.5784973530363,-210.1375380674172,694.3919695382333,-341.15626816746027,-288.6019835059186,204.1147939982813,-33.069726295942345,337.9142688212378,-342.78929686424067,-149.75926302361555,43.374535210589976,-13.512620545107366,184.2253990044608,36.86473730092859,117.70568640117881,-127.3942633564741,-38.40406104589722,58.7893620720002,-193.92054578597566,-69.56516922558599,-93.61869865809736,122.90983033228406,170.6286852618641,266.22363895017173,60.196359131697726,345.8282885932727,134.8082894707258,89.41896907462952,-62.58835289916367,150.913079837029,-181.38647474352962,-106.87584665341778,-5.84179354345951,174.18363030316817,106.21990517350712,-179.25710156151555,-191.4744405122501,-281.05522304294334,200.18734257670522,5.974620563506678,-301.89399088372977,59.84525410859835,-35.36033087917091,-34.204041924127935,-114.01606017729556,-65.89748448239799,209.5710607985862,124.9454289184003,82.22861101775547,-64.07854879513113,9.72092966862875,-13.724615067199087,3.397984392516133,51.37141256154173,0.5930865540664769,8.697094943434053,-108.30887044900318
2,-680.3307070395118,-153.2649665312576,1040.6951648459337,-284.62221145440566,110.40236155548101,50.708963775176706,-57.02180792179819,-315.65079522097756,179.10315883848753,115.76621766228307,126.40707430156621,280.69524162679437,-149.17086824953049,-445.06824373190835,-94.49446881136926,-70.49815848469675,-98.55056467480718,-156.97536403264186,215.54676847055902,-17.007435622892412,-31.53519138847342,-244.69251607611037,184.61671595641783,77.7790601380529,160.40279967708116,101.51806724243366,313.8082267477222,94.56826043322978,237.9073414457022,-148.8808341173903,7.995146871718882,49.20177884558765,-81.32511969511489,106.67583881908205,117.44238908430587,-290.0043078331855,-96.41001402867956,-12.7619650270789,-116.01381074260458,63.022405490000146,17.048266383221616,334.53370846798276,-63.81066724049201,14.157661538538122,9.17829975494748,62.892357307491636,-86.08343288741295,113.12537925913192,-170.97260259184333,38.27564287087979,26.925814627530166,125.17586644647085,-0.19569346455979886,-91.21041339395023,-191.07019053446564,-15.882967258257095,60.8789253782629,17.521671579887972,88.94144054937071,70.12894894436535,9.772079621069715,1.3508182557278698,-125.14228404900827,33.65417656917097,132.8360179128829,-80.2688085325184,107.26074849714053,-35.29221676310854,15.899397403045981,-66.52953216010481,-75.05221430238424,-41.21779907636523,1.2923361056680849,-49.721334767892365,-48.86412481289793,2.218525773494577,101.0866317240304,112.67559120063228,-29.79091609871112,-17.60410814601373
3,521.9583281077137,909.6777937747188,42.18591867473019,815.6598965775307,-355.0471175604637,-365.04188517099186,618.0372118494149,-415.3797241829156,78.11026543704482,-671.2284110063192,27.57739298479003,-19.454938207559724,-77.37812278437733,120.16375170788373,-255.94811051285066,3.833544549679524,-209.90506948607432,-400.67557456850346,201.10454544483122,-24.571733100247226,487.7692571234731,-258.977633052798,-401.6732272177434,-268.47629772104574,-287.6499245132017,-423.01313890218785,198.28032750829118,94.18533731648505,-223.80106275663618,85.98943443479394,-84.72656747138996,-39.8919703335456,-85.03574992920245,163.77138809598807,200.5000534719853,43.97208803156913,-246.54287824608417,75.33149910237638,-94.55692932026108,-31.19775319071136,205.0016411779362,5.270640550678774,-34.10499357328221,163.3047004155506,-12.930340670811807,-187.82547484287414,246.75807374842236,-20.534843389939372,-2.0945370433691877,-29.55460325728339,-43.702869314937026,150.56951764930196,-124.61369463944543,55.87483310450983,131.12236334059105,-117.74678127391994,-89.26589926685006,-65.38086188424899,-38.61716755485783,230.12530904790296,-187.0895396871144,150.6148290615982,-11.36214144507252,19.497707027767685,175.6939847457979,70.31887465343708,257.73061330920575,74.01996682414506,-95.04826878774185,-2.480882568043504,6.05466332111572,21.661563176987617,-39.724334712920495,-57.894963319058824,-81.65121227830551,-110.61481676305729,86.98930281167198,139.25096643391177,-53.26616219499294,37.31832919325573
4,1059.1100122497062,312.9732826637598,251.5137830625968,-714.8441108274639,-406.4031210914625,-445.91635608816534,-140.29476636812416,430.20993335175547,0.8638752208623866,62.88290329371728,-108.81335679115455,286.6780924410925,-43.74688744689486,-140.25479809766532,422.4173584783191,-444.74397462352454,-239.924468703556,-170.75947731090946,208.33377360741503,154.3831680962025,-124.3654333194472,166.13854492233813,135.46399693361727,-81.02360327437222,76.10445489543645,59.31976081111247,-9.798848972058122,-137.25934308625693,-81.52352890947805,-107.38996243249143,134.7948557525953,-39.46811070683091,-94.96384305199369,-140.7830641304704,-235.07963617391846,-214.21306222959686,199.4032492621297,16.268559217112102,-120.23132047289292,186.07836937083906,33.54077683998283,-96.39108323880737,-201.45560230922555,37.79799642247009,-127.25161857821736,1.6471710733493952,40.938056597991654,134.5803018141448,-57.22640148881793,16.610153973044586,-93.94803860019228,-162.33156387812963,92.64161278395083,-53.21410818998752,-3.240385562367352,-98.9940986960357,-9.773718784734385,56.254163669424244,92.39177604936465,25.842176177907437,-137.99095091602052,-192.00256693790578,61.64855068696432,-25.26643023992178,-51.79751162909184,29.772863434727697,131.26686387393917,-30.81344952551777,137.31851219203887,-2.317795366273162,19.902873402994974,49.687173975337444,244.92463729879134,116.55164404811848,41.87682906600712,-78.93464496737097,-39.261122150421414,27.763099589676518,-118.24784360340777,50.864020124667206
5,-789.6881100432197,-25.536007116247603,854.4722852176798,-176.54243157291344,225.08126465672157,165.56801629531944,-133.9941863479812,-480.45509589722946,161.2247703951519,92.03363781134209,-36.26781375897318,276.3351861637434,-213.00366521903706,-537.20849921198,-91.15475719966206,-30.819537406273707,-15.090120446933808,-218.31083769407425,231.86220291874199,9.741844320205558,-146.75470072429133,-232.39155129603853,163.63192419985214,178.84482227153578,177.95307784780607,162.71385912106396,178.75916337455072,107.00328167707913,262.2514087384436,-122.59599506317943,-132.06292646007734,85.56406858288821,-183.1989579436734,60.63942707076461,127.41822217887878,-240.82271793224834,17.311992180655515,74.318852001535,-89.27644775609227,91.4251540018355,-68.93669977059618,390.57704060156937,4.255019523338382,-48.09849957890275,58.87434243464968,24.973272727602232,-26.579865438505863,70.63811850026127,-140.55085822141947,112.96125536713551,13.015890578966223,186.16287255889463,-46.74674907670015,-90.89378196393076,-53.96772046076819,-52.097656538410554,101.07771578329718,60.751990347900815,79.35222075670976,49.56971728941291,27.395199728404826,-36.71591664225835,21.883921369405495,-49.51176328949671,122.43101533549928,-35.735789583421706,-9.71268434268662,105.65959567072639,29.492935307628827,-69.46474132877854,-36.43347609436274,60.99621741972175,82.53509470625822,-68.50708649809756,48.79108557859792,-34.129328142469326,75.41217627673885,-0.5322347353375528,-14.5819546416522,-61.03025120278571
6,11.74211086176814,-191.3335780127032,125.4284150824461,129.2850286603956,-466.9338089086984,793.3940332892892,-238.0905174979458,734.2433007239019,-138.47306011272244,103.99466901243915,-41.488582965042475,638.042413877027,80.89757350621518,368.1352295115897,238.51170633110004,-293.04373569647805,394.49682767015906,130.28838167564643,-125.50872448595675,49.267016033466426,240.1180527774554,316.57592496240716,319.5337217336739,5.715828766010279,336.4225221648289,231.86695130462027,50.89474487182938,-12.893286114030648,-94.8571971473843,-235.9465113791337,175.10210272581446,-19.2829619298934,123.39730852699108,-77.19122342643593,-126.13532283520358,76.38864967705537,48.59315810483407,-179.6963967339648,78.43408508900212,-187.14631656917092,-3.0399931774716746,-48.59608718831368,-105.03168777263527,128.13543240238207,29.879567790548485,-63.00348340611381,-103.86796378637919,47.954665960741075,-129.62025876896732,99.39552913547357,-79.51276523809679,-113.62379526191772,106.8582978763998,13.893102236453009,197.48656143903614,73.14747149692259,-79.11311452746965,184.46829865727105,69.20884498133152,-68.77701686986991,-188.3609411745663,83.07934739008931,-83.38488845090943,-170.76759390909777,39.00136878947346,-115.08702039005301,126.54163209983116,95.7363877099333,-128.16506014588694,-202.62485234361301,132.91504959705426,-215.23557020341082,-39.87074470403821,-14.803088149120832,-146.82534384189938,-79.91421848797211,80.3529426762019,131.28039986149338,6.653852303873774,-14.20973602546138
7,496.0193514526872,524.8765120200259,193.95437564540404,-379.104546511545,-505.75203406979904,-322.0514126814718,279.4022368804185,-595.5392185506107,-143.5542689303751,594.5898700462425,-146.54757708409406,107.43848943169344,-699.1261349994171,-184.96849234471367,39.06594072215318,-21.593272653394315,699.2640465525491,119.21395247636418,386.69644105346595,-230.5395881761247,-84.70424586900559,246.94799778715685,47.44664110637668,-25.431488026017217,96.41698766934871,22.49920502845611,-31.685211094191143,-268.4528322458479,129.4808656903064,-533.6240869283247,223.05462421631816,-254.15054800056328,119.90216444771238,159.25416953103158,-178.55114560093193,-398.813612153178,-132.72969321025573,-13.876618540732732,358.8129260238968,298.5886436022509,15.430832064156546,-105.90676354133788,29.894965886128563,249.82529418390436,194.8354951910858,-91.62583184807731,-91.34228582572308,309.15914123816214,148.95747582363595,27.91765445276186,346.0866103615824,64.38052706003313,-285.1475082217158,-265.9713934633282,74.94865638151116,163.56658459393546,-133.53312373226595,427.41446183942065,22.845899460577314,17.263279359862384,6.7111255653427495,35.34366200963507,-93.69100289698277,159.67537541123437,-59.87737730962539,-22.935133483801245,-132.43079156548862,-31.102764047913492,49.44519518692905,-203.39752423701043,-2.3048776919113325,-9.37315823468275,-151.19629099085392,13.33489225720711,-68.44833839368823,4.015471704579462,41.73736956747232,-58.6116873747567,-130.49404113149805,37.85980258830424
8,813.5824412420327,770.0259163028908,1052.3112437772502,757.9237813657134,-740.1562377593585,-280.8420991997656,175.36057542161163,-324.4009100760327,-217.99628741211234,-86.78023350591221,723.487378213159,930.1336919461345,-40.56400076933226,-213.96030562130403,-114.89947306865206,-348.61233147520306,241.8532794402739,-171.27719327669232,-420.4270696383339,145.25362344293936,122.8008737148434,187.93732084911994,-43.33133756843537,-225.04755366468203,-248.05484098395428,237.28512866258595,-307.2959151360275,-124.36781814600036,-205.11465289116094,-23.342133967549554,11.037913937726634,154.0886274467223,326.2987578353885,-68.14671206520164,95.24568245179205,-216.32263271977374,-144.4188446483603,-158.56167510992375,-110.31080224149963,-5.486517133920919,257.6822367485399,1.0214296728092056,-107.83821678956646,-226.21843147067347,-8.754205803252258,67.44715931580171,34.98331488346255,276.75557767080556,-18.692981169573446,-178.05977827366942,-96.52394102590955,79.04062154691294,-0.689496699400374,161.86493994004923,12.054246094724865,-26.862091668474328,246.21760235484106,-65.87623868642315,64.08958420621389,142.10810025068355,214.2141595214748,-0.48737885878949927,88.71547864375715,131.18151967808288,147.55163359595957,-38.624700748226104,-85.72027560312353,-40.91824122909905,1.4072233148168063,16.843303346978026,-209.53390027214667,71.73437280746724,-115.74006281952092,-65.64885203592218,77.69556669665546,78.77709775433772,0.9075997725809682,-59.863828252453914,145.29980096594292,-115.32987909651665
9,575.0979631603141,365.74151037178507,601.5046605990776,174.07160248966986,-71.45854410596222,382.6666977516079,206.95952762057362,-262.74161165017335,-33.9320939298947,-111.43858111746067,323.0752071354372,1233.9502676797372,37.70961015973324,-148.39309432671268,154.04336599882345,180.24188952173438,-123.17173463571422,-41.17543300287951,563.5107445658034,90.70199767425257,616.0993510024983,429.4601558007307,26.30763811931437,-418.81478519779745,-243.66953286865996,-50.04396927350151,-29.134785924089844,74.35204141215479,-33.56859552438227,244.00566084790114,309.342309575547,304.3542283254752,294.381730410687,171.67584543831134,-106.32533336581396,-111.05975599452361,99.03533959224632,132.12986918153308,-164.98202314033853,-158.8479552531044,85.3310258174641,61.58046308912144,-232.7356674543978,-320.89705772667895,176.37607413247136,-99.77240338421736,510.4064954453915,133.95567141415268,-151.985337848849,239.70247147466685,-13.671065244210592,-43.961113097334426,-331.07673533613394,134.59811748162346,152.19980328122878,88.33072636538935,103.70390612319731,-259.75159733685757,-42.33544300214405,231.55678610915794,114.61845233876444,133.82522580828103,98.53316291689285,103.1642664292585,-152.63572358332718,-329.0632673186913,-22.488270333132043,75.74305069388123,134.7862260551084,-96.8465691166593,328.0589794516843,-58.97232210580885,-125.18063746256776,-63.147255431423766,-80.56324432024836,-34.099281010135634,-193.88650778261638,-54.60459982736635,-2.4920181601450713,163.87704222164754
