,Feature_1,Feature_2,Feature_3
0,-291.27743635245906,337.82318619480105,168.53903099407574
1,-104.94161131789888,-62.72242927086685,1179.9303389935596
2,-680.3309130562885,-153.26785336606866,1040.6678229818776
3,521.9583829428913,909.677948579032,42.17927823764559
4,1059.1093295027554,312.9674960035241,251.5156006990677
5,-789.6885370309325,-25.541083304846925,854.4216338393436
6,11.742322529910636,-191.33104405795956,125.47227963965595
7,496.0193380626758,524.8752158587081,193.91893231535758
8,813.5830416997024,770.0304267963156,1052.3534732295986
9,575.0973210076585,365.7380117547889,601.5015981867004
10,789.3426055062397,813.9131142836618,352.9666460745899
11,-817.2402008472878,-382.5789762341491,636.5378876893081
12,214.017487312877,-275.2702639514177,1096.1721402768121
13,242.21818251567598,182.649666442734,148.3925937395387
14,316.21097236654106,-231.7143588136911,937.2658368483989
15,256.4231048183451,-283.9122355927663,-309.40040688588675
16,390.20361211793613,-153.23461866802302,340.2001593006937
17,616.9313188719043,179.32338488166297,305.5756689501563
18,-397.9174433294825,204.441743030328,317.16683655027265
19,547.5484908354324,-487.96642063799504,129.06947366402545
20,790.0998479734857,1578.7863042932474,145.87070673456753
21,613.0449175594799,-259.3041564747931,344.8850864498935
22,717.431870334021,211.15504382898348,-375.64487601927124
23,540.8390502450715,1039.127069008194,239.41003289733516
24,-706.3137908910821,-358.7702841021063,683.0222188773687
25,-102.4373464199246,-235.76919185068542,492.5182843755368
26,-501.8479654999013,-667.4354820451294,582.5588888368085
27,256.2832527593009,-653.6739939676553,640.2124152839835
28,506.4634915089509,302.8321157580276,714.9478888548125
29,-626.2047555632132,1099.2779489232246,378.34580612816444
30,263.5045927976718,645.1993529427646,1221.8945951038563
31,67.02692161729298,69.77973952823264,76.01190093774393
32,-791.4905495139421,-368.57857149567315,611.1578355471992
33,-21.30399300508768,-10.329905589310307,1185.611070894966
34,-913.1988841388588,-161.73775267438572,605.0611913497117
35,-614.3698711077221,-267.1904266534383,1024.7349183164345
36,-224.58027442780116,-77.04274148076499,71.6170758551252
37,260.92386799748675,-225.6717131603824,-549.6270908955253
38,-132.59836115874654,-100.69016658585748,954.4006621594197
39,-480.3003484916619,-218.41482155479918,786.6072056215626
40,-136.86967797241712,0.4305420343363146,549.6207318681555
41,0.12654581990474,-744.7398853019479,486.15221711265485
42,-271.5790424668385,113.1569370920292,658.2180953058626
43,944.1713187664966,73.20157392397505,-956.6370381636519
44,1127.9470117325768,464.2328217772199,324.1781040091139
45,-161.19633070262805,64.94696392872747,601.2096440449042
46,531.3085366522384,-93.26720376959511,465.0148188906714
47,77.271073052275,265.9907956693274,-51.308700800319265
48,357.3261080581443,-294.7951068061176,1128.307869023421
49,734.6719508240877,190.1785661666949,913.1935954655893
50,-384.96245470444006,-330.44642338622765,-714.4327469776001
51,-193.33131396218138,-394.629556860849,564.50013991128
52,-853.6063184893053,444.6578636831304,-280.8097629069376
53,588.721221383318,-166.1923552715096,282.873856189588
54,939.26086685556,-75.13355570123034,-0.5504985446082682
55,8.977118769306836,-361.53663777692026,-12.319062373951548
56,-411.72948249473546,352.8654585640261,566.6849254398617
57,-146.7178892726217,-900.179680018469,326.5614443070833
58,302.1453431759511,-570.0368143402115,1087.1080722313184
59,-649.4033383106894,-496.63035375166606,-302.20598196484815
60,-7.150241817124034,811.303738368283,544.6468812651651
61,884.2284186937782,1239.8929542191154,357.3795356415566
62,99.72775853197936,-335.95248842602746,179.76986853917518
63,1380.5667065570112,871.050862967065,-181.11840290253159
64,-516.8442390285726,-829.1087715027071,181.33295795688448
65,-955.784141453482,330.2129333040707,210.61265885332995
66,1213.6467180389643,493.1509487497019,371.42898605585543
67,27.436917369734466,787.3932899707988,-191.40713674502322
68,-204.28313744711556,-596.7133752413474,-381.8724282760242
69,515.7736141627933,-454.7753829312297,-65.77574223858754
70,1419.3624957771026,416.61764958379115,426.34673916653554
71,-628.2701584713866,-43.1518176458818,1049.7069167075047
72,-506.3569917175887,-619.751946966555,-574.9693546930915
73,73.54931451015904,-845.9318484820806,-434.40127268986333
74,304.0003434174395,4.072104274907759,-15.244416398968793
75,494.3541475178531,-343.2916539428074,-110.46466054458395
76,-172.56892711449066,355.780790372497,-56.40977020976182
77,914.0049100612493,395.73533507942216,-328.05128093609443
78,204.98279999043362,-448.8652710960017,235.79946581381526
79,-885.9889997038633,284.4721545777632,552.059651329142
80,6.349847929543584,498.5923955700406,177.7163477220996
81,-293.55910259011364,-557.5684931612568,-629.9883806071651
82,-262.0078882600871,-622.6312967716854,673.9081423685054
83,360.7588925515317,198.51838157155936,-105.51326923603843
84,240.15724856579016,-836.2247466372083,-13.022443708634869
85,-510.60966817890977,374.44740429968783,747.724348711613
86,-789.0179686807952,-58.666413079764816,-245.44980344018788
87,164.0022035169202,-215.19780545430245,169.07911466989174
88,749.4413058538767,-368.9763925549387,320.46462337263296
89,740.1064174265655,-232.08920139145857,721.7234063964343
90,-94.54558598374965,-890.5934412624166,342.930281131467
91,6.057187873853935,1114.984412029888,-173.87863132155792
92,-730.1997294694644,642.3761442813187,-192.4615509287906
93,-508.36018063726885,-121.17163801558895,226.0985392285237
94,-591.6797045126843,-128.44021171944152,1154.6523266317388
95,-464.8877476750109,135.92190355894076,636.2673693776678
96,-886.4293714544992,1051.4427915425922,16.923395636889946
97,505.6391916368827,111.10398107985482,-152.68087866808608
98,459.86468246056546,228.21203979003155,-154.0829171174876
99,955.8780453133728,-397.28914629960985,-390.2509562796963
100,1.5021419504407825,-741.1652886619997,-94.74561867313656
101,708.1839431337396,-826.3701013974166,-102.26677426068683
102,-156.14382565161742,226.82786881146927,128.11183964863199
103,-411.9256066648846,798.9026781661117,436.13519326063226
104,53.25461189718778,-781.6158821210894,432.02339299324865
105,637.7618168703946,-908.4029994998791,251.2824825809794
106,-278.0156662864414,276.98886987064066,-130.87218406867262
107,-90.11308277682166,-410.3547326909245,237.66443838674297
108,-717.026011240807,-215.80629478135475,286.21697196330797
109,-718.2357299860389,202.30595489023082,779.3862415772109
110,276.87319622070885,-706.2896104233763,-72.67138872744702
111,-512.4802499039744,-225.0841720324329,641.3847936701483
112,843.3628563892671,233.92921494998782,341.7477619800208
113,885.228758233023,-346.6235346667371,60.35104214131886
114,687.8450201815147,63.373710328508615,107.29181549894422
115,384.04433602679836,-867.1375155937411,-321.32376787446844
116,796.7682004644798,-615.8727812530843,-317.96616688427
117,-666.5545720717954,-94.0230239886335,691.4950405670908
118,1387.721175048552,755.65515665845,598.6716167686847
119,-747.2542670267059,-169.74573935441725,550.4265129953943
120,-876.4163744818474,401.2254507034747,-671.7200963986447
121,-407.98411232766085,1316.3358038474357,-451.44374259706564
122,593.9061273444695,341.50799039144226,-59.267564265297004
123,871.1619035839985,141.5281651066622,-562.6142092898856
124,-356.37521084207896,-495.72620796515827,-206.7255447630194
125,-180.61985485412546,-165.32533305074773,-438.2351472654837
126,-224.97897000604289,338.57119082495444,126.78919263863501
127,638.9698047705521,58.06688679415107,624.9104592542003
128,-333.3983789670077,246.34077732868553,160.83326337830923
129,597.8753726998882,285.5506894224206,-310.63692749200237
130,-824.8709536577471,524.6174489893787,608.8377981950177
131,-804.843916916132,-330.992524930925,694.4877547599506
132,983.7926705419507,-482.39702875213766,164.22073574259983
133,825.7807422415309,-653.2521311452524,233.86310658687117
134,388.3275690221531,-202.69972564060902,297.9084537214628
135,-179.55475700704397,-392.84968981019006,316.4130159511826
136,-710.9171027960115,292.3497041489649,266.2253651177845
137,779.2968886672003,-825.7991722793099,-173.05221216104002
138,-343.88775517750014,-380.94025509960096,-52.631361354262516
139,652.36813520806,401.04107184912533,1058.8725228423277
140,-317.99938995014054,248.14811503473666,-492.2473761155351
141,-318.9294040388843,851.063950346623,305.92251185847
142,-767.9832795367608,182.88644753998375,-457.71088862227595
