,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60
0,-291.27651499406005,337.8317610261607,168.6302187254874,-58.455153080137826,-688.411617341416,449.97550446027435,120.17716038068843,831.3805707593423,56.162316938131134,-170.76815366376852,-281.96440122961894,-316.27865993870387,-233.94332326972471,-202.91368096153747,-167.20469461908758,88.49673441741301,-357.4796006500337,-403.44739373578074,-213.3618536996469,19.491934414063664,155.4021122347607,116.4150147602969,-271.5824800945532,1.7303637793143742,71.14345638701175,341.6889854066381,90.17048380896419,51.15842477903778,198.1355071978361,-219.13826020473851,91.82070484959235,91.17146921152896,-120.5234109419419,-173.40632718172412,124.83516678656146,53.69663367955721,-15.626940212667405,5.891242729895904,-216.4168836986268,-83.07356989281824,-88.54528889425576,-38.04587439404043,56.82456415047603,-14.669976021255653,95.6159864282162,-114.30894270621064,176.28852482908422,4.424207855404457,12.406103051470199,-268.22179314131483,-247.85150149229142,54.13424196850233,26.079815941522554,155.98471206412702,-85.42502146570638,-26.762402802838306,-26.269823861022285,-74.91408924622527,103.86860253472082,-91.19457818739457
1,-104.94168972152663,-62.72354165099357,1179.9248205048548,524.9757664047364,363.6365101213893,-244.23588428469108,497.7019340430919,-335.064737182881,-709.575491014987,-44.60271692281062,-174.22342651254226,323.2107206714125,-349.63521733527983,366.12444450893423,-107.93493104028056,-139.85059744901352,-161.56535367154814,209.54500252104413,591.2848997652376,-36.14139500702898,667.5268086949078,-112.29291303613958,-414.00338000914974,-363.85187675929467,-209.96578203512203,693.6910497282753,-340.25465431997236,-287.7077227880781,203.49201423070846,-33.89892135173067,336.7803982946047,-341.2027926600012,-148.13905522382387,45.5255865489437,-11.29063247791562,181.01917173847957,31.357162530550237,119.94649784184291,-132.37605564687078,-48.3189270833685,66.01211068185772,-188.4427613165605,65.61759035371115,-82.48374973068948,114.07230358064716,193.69975272805942,240.34547730710548,41.820450161167116,358.0667176124767,71.26225476863856,70.9269530397944,-74.48715517048795,189.80363360351134,-169.06697457218345,-91.78665514850113,-0.6422025365595343,-89.3168969529492,-176.62438469431223,-145.28473368835577,158.94292306247357
2,-680.3307089197959,-153.26498102035714,1040.69507701127,-284.622201144899,110.40177757612389,50.709232264088854,-57.022368626434606,-315.6506945403304,179.10516245492624,115.76788458256821,126.41966051621364,280.69212912219734,-149.15821705073446,-445.06746922479226,-94.52416969496359,-70.48086968080833,-98.5472134743699,-157.003638459933,215.63686176333903,-17.12881441345141,-31.559053012756884,-244.50804286734578,184.35231956375324,77.63496249231449,160.3587335326297,101.37046361536161,314.2386537610417,93.68519096236498,236.91577837802583,-148.13784614640844,8.227828146323963,48.23008654543776,-83.1731877937471,108.14564456099535,118.04835287467671,-290.33967776896117,-95.97819848592681,-16.02029911083774,-115.54911909801507,57.89722808741053,21.005834309799294,331.74003382570254,58.40845501428689,14.72118764938573,4.022961049372498,52.45529790441361,-81.32713260239998,102.715275170023,-146.93587335110982,37.55986699196762,11.447677897911728,146.63886707482806,49.35489447277209,-76.31665774085867,-188.71396922652906,19.971003572072224,-60.59300230504638,4.380010944657133,32.36748642630214,-157.9901704353052
3,521.9583282603616,909.6778060767843,42.185934525012705,815.6599601048697,-355.04662747643613,-365.0417184543944,618.0401323662451,-415.3759388799278,78.1094504541568,-671.2367195361138,27.581645001562777,-19.445648146856026,-77.39333927863771,120.1675162190768,-255.91967686987252,3.7880438573902517,-209.90282791823938,-400.62039938507473,200.7901351662849,-24.547792839180328,487.60413733491566,-259.0826612188384,-401.57273717202946,-268.0963082263306,-287.6434731643698,-423.33642921365544,198.27553922939407,94.00693838029179,-222.80815783740425,86.87181450779788,-84.94353304150985,-36.67762651081443,-88.04871280771798,162.35472149579556,202.97054900696324,41.58460949059014,-245.9659080796816,74.30121053018419,-96.63094546637942,-45.89457390928514,187.56836425390003,1.9711938282516956,42.42751849448942,161.50161425526264,2.519881107363907,-179.83731023687213,247.1602824104566,-32.73425643736717,7.740305561839779,-20.46226085318018,-34.78450260405719,151.45318056317936,-114.85062553638963,49.25233203934994,144.83244290197004,138.92954596186888,58.16856659548073,-0.5849654340559401,27.262348721634456,-254.70380924902378
4,1059.1100179590576,312.9732650033334,251.51374933563994,-714.8440659288608,-406.4029451487433,-445.9159345444278,-140.29317753043318,430.2093556589441,0.8661040743204184,62.8815698108159,-108.81101352756076,286.67173758234117,-43.75776149099049,-140.25476065387176,422.43488113507937,-444.7632894473591,-239.90651220434683,-170.73071238693296,208.3580656623571,154.28439317277255,-124.42639157666629,166.1736076652665,135.52820084663577,-81.09614052757884,75.93875006495409,59.464008870081855,-9.914885985593283,-137.05195080887492,-81.52410168272225,-108.39015774493814,135.05089809391637,-41.52861687259593,-95.05297177422648,-139.22908888403265,-235.9865372711006,-212.67238336941136,199.07566979018299,13.451364697971439,-125.12672583617676,180.9393253892161,34.50402660565317,-94.78000166592604,196.39892013807582,37.886860304765165,-128.70607229738877,-6.31270493837141,30.462865474552622,137.66601432454118,-55.58087614928004,56.65268613084492,-53.21707516210177,-173.67179184237483,67.44681890355008,-32.43497113299805,0.23191411889270827,56.35208527810098,41.67583365185695,-65.4352450306835,179.39372479466206,-95.42326365860747
5,-789.6881111993123,-25.53601059357324,854.4722822070684,-176.5424573592275,225.08095696504415,165.56799815278526,-133.9947421734032,-480.45545248670146,161.2241181472157,92.03212403866469,-36.26268586771424,276.33787544602234,-212.99011517467397,-537.2015495335964,-91.17289362708459,-30.804444367040375,-15.092919048712991,-218.32562942398576,231.82788898124082,9.707726105295585,-146.7586384017116,-232.2871974811941,163.52283156826513,178.7760170939835,178.07793598761089,162.5974138865263,178.92164806964396,106.52710218387033,261.97216800862884,-121.66327465154161,-132.41769592412442,86.11871175534831,-184.11707188102014,60.43396750847511,128.8352563164138,-240.50063948394347,17.57395355839355,71.32244674419181,-92.65249121929246,89.50703445974743,-66.41068860527244,388.11928915505234,-4.693530861199744,-47.89656202676576,53.28535946115818,31.67182045896362,-22.353315763141953,60.771685689709564,-115.90676806886749,117.62386975464501,-4.341124120257507,209.81598138987638,4.2325958767913425,-91.67821479696596,-64.75918569282642,40.826569921923294,-105.98670986991472,-87.59924250066732,75.90765103835278,-63.9275847496081
6,11.742110364854302,-191.33358094700654,125.42846589652923,129.28508692243943,-466.93348591630564,793.3938109053339,-238.08843026557938,734.2445871468088,-138.47032467674217,103.99346883902494,-41.47849630848121,638.0441920024971,80.89200859544569,368.14538645534816,238.55752737346668,-293.09854080253103,394.4795319847025,130.26551347139667,-125.81352148052314,49.34034482908761,240.01515675229624,316.79934132912774,319.41290925995094,5.892549955268725,336.63658446548635,231.8355163328548,49.90960882741274,-12.596631703061227,-93.43051413817287,-236.1430908952212,176.79242830467734,-21.186892267723,124.5700315083706,-77.07837686800652,-125.33781854627526,80.3123256687295,49.90870887188478,-184.84884533675552,78.70023021878117,-185.81436508129806,-14.510068675706805,-44.23421410326626,98.6013303606838,123.37043928872336,32.83466817847275,-84.77034135353433,-104.98001694476956,53.325727543352535,-106.28844483272536,135.04747042763353,-2.252957529868084,-108.8341280121343,94.62820801464547,32.95626928132378,175.47771870430898,-147.98602293401194,77.79323673941471,-144.7071159975452,93.2534412994103,-61.63346665864567
7,496.019345812298,524.8765250217734,193.95448340937844,-379.10462535610486,-505.751664628647,-322.0515017115982,279.4015345321737,-595.5401606573439,-143.55456149976828,594.5896850844633,-146.556482208642,107.44793719764897,-699.1316161379734,-184.98293214429665,39.047339025596514,-21.61450656782693,699.2677879178534,119.19760274601366,386.61192499071774,-230.52910320601126,-84.86931940710627,246.57731354014354,47.61938231318434,-25.14414758751316,96.47057324257901,22.014636754507805,-32.47784827769075,-267.88839603761426,129.72178141944553,-532.7114396809338,222.72227246011644,-251.65163865119757,121.41859585328596,160.99963687596818,-181.02891175060216,-407.74226786679844,-128.98208039877747,-15.90357978672234,347.2648379903968,302.27640465306445,26.315843427070696,-97.28684557073565,-31.903441257693466,248.28501182092603,176.4984349736163,-107.5743763423223,-48.12212418641822,291.8853368955898,182.52817907403875,-26.944401942710723,351.53049814071215,146.00632478256927,-292.3466606571126,-246.58434790770696,-25.60484669321318,-251.4464170072321,184.08018530210632,-311.91166759093943,21.022858804776785,6.345459781243629
8,813.582440504099,770.025922482505,1052.3112746236366,757.9236763925849,-740.1566924539503,-280.842255907009,175.35755821572292,-324.40277317108433,-218.0002724379963,-86.77550416430388,723.4812776772956,930.1351166410187,-40.55124737104762,-213.97044601370638,-114.9594659824608,-348.5960366279161,241.8536198871489,-171.28107604171305,-420.18760572728894,145.21903567993522,122.77307324384824,187.8132945192836,-43.41674354855519,-224.96166362556494,-247.70648495579104,237.3960164382911,-307.5026650329166,-123.42216457170296,-205.36909978073734,-23.36850683193324,11.019723524824412,154.04352440421502,329.3982831850145,-64.64450840742754,90.8114307957764,-218.06287766240308,-147.22655359561418,-154.85664491731532,-113.22923177615067,-9.99459818168879,262.5285777049063,7.54359000707484,106.68846906626123,-221.43258416006208,-32.09162134575093,63.11986169766993,66.39277400932491,265.82183789058047,-62.229052994078984,-166.40304974265467,-139.77374193032577,27.122305272496995,-14.769961723318119,142.73406539343944,-41.11175738827728,87.38745186072254,-248.64494296978646,19.331699751082773,-21.144831100229492,13.697066966363101
9,575.0979655119328,365.741523355334,601.504676858144,174.0717699924171,-71.4581049735463,382.66722182570055,206.96247005903916,-262.7436563837383,-33.93136444570385,-111.44165982624834,323.0744101826949,1233.9610474127544,37.684941563279295,-148.4080578402014,154.1352244395428,180.16715732792437,-123.13369097170025,-41.21130000307461,563.2800606074475,90.7067692117915,616.0229001625438,429.3506958885011,26.361420205333022,-418.3900305533673,-243.67522039820673,-50.454019083613154,-29.400313705702253,74.94104789617786,-32.7470142680545,243.28037792932597,311.1031867525998,305.92106516187926,295.29048149741834,172.3545113223334,-107.8867154952067,-110.48041982317253,104.5438923823026,125.3537401633705,-160.61850858680754,-165.51809005725426,66.12113948709971,65.78975273549806,229.28060008723594,-313.6435826256843,169.39011282177327,-109.39993618133485,504.33431297398516,103.32546888887047,-128.25858192597278,281.2681830724874,76.0350043348109,12.7976502387545,-361.53180899831693,103.91457692087808,128.3966786594044,48.67853527834969,-273.62318745176185,212.84642891736485,-220.28875522057547,105.57932147450303
10,789.3411548823493,813.9020020059376,352.8639903040905,439.8409406014616,-455.79500038258215,-196.1091838445632,196.211000472653,-511.91003544717313,-129.68246234440448,-788.725763054342,566.9285504704504,76.32485668990776,597.3308421106996,-27.17548664237185,-175.17011947704856,-405.5008437514948,215.49557077266883,147.55854439396367,-166.678289850853,-32.334731074665655,-293.17184601362356,-262.5810907396784,-464.5238045563192,-205.66320354666837,-341.807452138737,248.64865223746813,248.5604862168124,-57.41677049262828,-156.98019559320483,180.82038512696357,19.071286346412048,276.87472722862515,-23.10868421184535,-53.491239497802255,481.24731263242904,23.053089475163112,108.68956092446632,80.25837679516083,-151.51493719237968,-76.56875709144114,-82.7461297018166,205.97122820678143,119.2349443488556,42.39789673311146,12.730074608966452,-139.44062760275023,140.33445405478307,110.3661961018563,-256.37203616421465,33.77675744920774,-166.18613415491825,6.891669890658653,-162.8280453013302,158.24969756087293,64.6950008056716,70.28636753182653,70.48731569291614,-157.66487014283916,-21.805915251925317,-131.16718971736975
11,-817.2397023613495,-382.57491074569384,636.5494885829658,146.20014829896783,-139.52055390714818,203.17964793517103,410.9220648174178,-372.1627939594915,162.88870470257308,434.39769503068754,-33.903408612287485,76.50521358496684,-304.5757298022258,-207.00290442103127,248.49252955289825,-221.15324934545987,-103.37621955798669,-140.62856503356974,178.0629690424234,88.84749722891104,232.85626073035448,-136.6086680632983,-130.3385506219214,-11.087472644356614,86.17857207365466,-169.75639472421562,267.43512250870674,148.49837940073755,85.9680960980459,-127.98605065005974,-270.27208962679134,-169.25830975446803,40.55512075219405,-52.12277708394316,-130.55705308656235,-54.015435379502996,-112.27841572342635,-66.9371196709984,-87.74575401528217,-63.919286142003024,206.282310060939,-12.33016612224759,-59.88019976846842,49.69934465460276,82.91202970052053,20.900613521830042,234.72964287617887,-15.428717824642144,28.592144928436415,12.594225526599434,-84.90586367788852,-11.10104781833797,33.98536184538863,-68.1213855015839,-133.17577618339325,-68.13115076525547,-55.6887622949986,58.55154684612557,76.07436732105855,-31.188515826092058
12,214.01702451887712,-275.27482797251776,1096.105752844019,690.2066841527633,-188.59041472376478,-31.101761628192616,-24.046601824149864,-77.23878152898635,-241.07636365008707,-537.9438731633606,391.936669927182,388.35508257687707,64.3120496425608,250.7818715987965,26.50989194640041,-472.70869363869724,-505.41719278354435,27.64928797718124,-533.816955752981,298.96522148345446,310.78830961411296,-34.815741209499514,203.42337708971004,-86.03880086941413,-174.37422728978285,252.19802153501354,-178.8784397976331,-331.4396649682584,175.968447864324,201.84325583390455,-144.2860512772368,167.02446562864097,152.2433962189739,52.839226395997095,-36.918439017788245,-330.91111127508026,378.67997709594664,-141.5328341629927,114.95837386809825,51.386006935244225,104.00176573876465,-233.36965099481517,-7.8040463096285215,-158.92037268785313,-70.07079088458117,405.07868509240905,-250.62621339949163,48.83880107327187,386.9951878954098,-204.300277902505,-88.33780829261002,-160.57638807651966,15.26792502418856,-6.350547956400929,-328.72724979788035,-162.8332618383395,143.4746375729735,229.0238743826562,-155.2161571530701,-192.64061439828467
