,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50
0,-291.27651380686956,337.83182155357275,168.63009820579614,-58.45524058416007,-688.4117516518844,449.9766997203943,120.17616512677381,831.3880697502548,56.17233665066512,-170.78649375606548,-281.96681242087857,-316.25341698931163,-233.97998311351796,-202.91582360616817,-167.13788252038879,88.48391798603592,-357.4230037082026,-403.52151249028356,-213.80189798206612,19.58487555647063,155.15907236958975,116.28243284764909,-271.8182850382622,2.6650412535218906,70.5239105712009,341.0831267058071,88.28813483862936,46.72156433159847,197.9638839027347,-220.67988925784465,88.05343704405422,95.88369677140955,-120.2506961750763,-181.6640652553946,134.4865063536131,-48.23989466083356,-20.077245780466313,-4.580660176025336,-203.98296924369993,-86.61059757585015,-83.62166359342461,-30.5546485723076,40.513269415804785,-10.360835916719818,114.93203678796866,-107.30686914775502,238.63086905138462,-70.3165716663512,61.968919054709055,181.67673012616473
1,-104.94165842289902,-62.72358544667656,1179.9251857667257,524.9763188352431,363.6373841020894,-244.23704245057283,497.70614047191344,-335.05058022867604,-709.5747375205352,-44.60783664474993,-174.23888907058435,323.20947585884073,-349.65819565753645,366.1568354993878,-107.85240861824134,-140.02496299606167,-161.58654182129303,209.35149676407477,591.0683567234864,-36.23711718017052,667.3898944477392,-112.49379732038085,-413.90252786244906,-363.91408614062254,-209.46419960860064,696.0011794735191,-339.03716559559206,-287.1006840793297,204.88164666415463,-40.09303093409424,334.88129460500335,-331.5780196896909,-164.16429881892836,51.87245178906701,-10.408614763956983,-184.4426066506118,45.884796011992144,109.2136780594409,-137.43470476563775,-20.84597815350657,49.3060766817021,-211.94422904645194,63.77876923534313,-65.62348356537028,155.03984318136767,185.34940635873033,209.36094612440766,64.1644834281064,339.6692591337905,-253.79851055736668
2,-680.3307071912567,-153.26496829037282,1040.6951104153045,-284.6224185942095,110.40201730497556,50.70916797557605,-57.02021813873465,-315.6636568295983,179.10221779171323,115.77000365200368,126.42342305856936,280.7026186631949,-149.14919920332645,-445.08838862411295,-94.52489639427883,-70.42577342698735,-98.68209617253653,-156.90571027524402,215.7074088229279,-17.113779375575856,-32.13448425891596,-244.5007589778714,184.33763471220743,77.29412615933552,160.11241667881032,101.87061638063741,312.42693410497975,93.25998242189905,237.55913621184132,-146.22180342890377,8.097642392805186,58.17309289001911,-83.58741051036372,104.97265702905582,103.32693369640522,296.314119983595,-88.41929877669368,-10.446281700868262,-128.13176352060006,73.85098219811262,20.09253592694877,306.61138610188493,73.3850839839985,29.004246889446893,-14.705929723645633,74.33002694749824,-150.34775977775985,-161.73226545041263,-68.37924827086857,10.829639041308472
3,521.9583324080494,909.6777853396907,42.18603166430945,815.6601070961809,-355.04747883987744,-365.041045941758,618.0394318164264,-415.3801542556529,78.110943650423,-671.2217632839665,27.55265518503663,-19.476114376441686,-77.33957629307115,120.1943591549441,-255.9630823011211,3.770923611698216,-209.88000422395749,-400.7167368471884,201.14418328806428,-24.659480245826547,487.68286823479923,-259.03514696320343,-402.3226457607243,-269.7435640002291,-286.77411180945734,-422.2060240124212,199.04776844016988,97.06730031719681,-220.4418032639735,87.31908497734435,-81.51799325014098,-30.28046259744711,-84.1219769166155,166.70560280003073,193.7434826404887,-33.964949414583955,-251.9537402662056,83.87330193622684,-107.32694902490827,-16.853653651509806,200.83341625254556,15.247210619984875,55.49657146848,173.7342377697906,-63.78831724649824,-96.45278370907025,243.1673241942286,-12.974909990294023,3.2741538588377783,109.06770478487448
4,1059.1100234123076,312.9732542030851,251.51379585509522,-714.8439594743273,-406.40344471405615,-445.9174129560799,-140.29353474577366,430.21487681354046,0.862336596689676,62.887972447532135,-108.80959302304598,286.6603987751313,-43.75126346721736,-140.23184983311953,422.41786511674906,-444.80384272521235,-239.9100581389894,-170.78045241474467,208.50613380034878,154.3896363828315,-124.07875456866948,166.59669265092228,135.40558321843147,-81.07859745976107,76.20590411890625,60.04438634175928,-8.624378379469968,-136.75764591094355,-82.43174450820393,-113.78318418886398,133.6961326058334,-40.71092950576066,-98.56690370232525,-137.49658227212947,-242.39307465876865,206.0994043637441,200.83880021067,19.65534814161654,-123.06942791141033,196.60796197966013,22.364825999180127,-119.14403126598927,182.7618035668685,39.97241211606523,-167.6347883333756,52.61675222469234,-1.1261106192591115,-128.2677787360921,50.77291596604617,-126.05447475084011
5,-789.6881003632734,-25.536024280051624,854.4723452513019,-176.5424543342141,225.08126890053788,165.56622339751615,-133.99203880257483,-480.46254984192757,161.22453235122626,92.03474024381357,-36.249950741738715,276.3403453827193,-213.00841271557363,-537.2393128974912,-91.14427970466639,-30.76481609460125,-15.23064498710099,-218.23235594295426,232.08284246139604,9.756007942213907,-147.03077733082245,-232.02362104911518,163.33499042288048,178.6681304627944,177.7551275467997,163.46830538899653,177.8660464213513,106.39216919449024,262.3750555596975,-120.20153316597242,-133.64250658078998,96.13366144638707,-185.62750513483388,62.64850350040216,114.48323759388951,247.58710981519266,27.285434355687116,70.58563782030286,-100.0124982880664,104.24504063983626,-71.65509729602982,362.7495971648492,24.54771062026544,-36.85324202048223,49.049645157939544,41.46012955212065,-89.66869347399752,-115.70994276724365,-58.203538789048054,-53.12961753580335
6,11.742089952461956,-191.3335471140091,125.42845713229472,129.28500271546395,-466.9336434524138,793.3940600318026,-238.09176843139667,734.2390728686092,-138.4775486068223,103.99808281397691,-41.47585641458992,638.0180378696671,80.91116164449144,368.1843124059595,238.4418489562864,-292.99111426014736,394.32873619919724,130.29281436411597,-125.51874193328108,49.54691911685293,239.44846107734406,316.3208594674606,319.695086660327,5.3139696943050065,337.1151640925115,232.65415224029852,51.130190474651044,-10.40389714454373,-95.89707322943411,-239.88808463896757,169.52748751352425,-26.44338266694704,125.32928573473129,-75.44209457865766,-125.42525030069216,-92.2466199535041,56.88638065134508,-181.90741551346397,71.38209684763822,-176.72678472789767,5.985912799482084,-29.423573891982553,124.35435580416997,130.60427206876167,-17.818739797060868,-32.28091068213307,-126.5917084261283,-56.48893148071178,-82.76483421960644,-223.22301194057366
7,496.01932538435244,524.876615589366,193.9538657679165,-379.10514092272,-505.75160190857764,-322.0484646214183,279.40216821635045,-595.5660640541666,-143.5646522234463,594.5865110582679,-146.4921093711593,107.43614293633716,-699.0966359309859,-185.02222852273232,39.00712499912903,-21.324588319449976,699.0026578027664,119.42857887069891,386.67794587179617,-230.57895845202387,-86.02283096043087,246.8472097759265,47.59376604459721,-25.769458694953155,95.99673826130713,21.099514593705248,-33.567029411353744,-272.19572854532635,123.19483181434325,-529.8586956890978,220.60510752312456,-250.75095121964878,112.03504088058146,171.12295996292465,-192.0039416148991,385.4813977812151,-124.93878855029428,-6.013348352729624,361.10394056809474,279.75318987419257,19.140886451060464,-99.13044867923111,-36.7858422969413,373.7695080270464,120.49211704304535,-174.11091951188862,-95.17941368369333,-159.25530776156893,169.90515765926094,-42.37482612582044
8,813.5824417645728,770.0259316652832,1052.3111953078212,757.9235896927092,-740.156483502787,-280.84099900525695,175.36121357985735,-324.4077071220219,-217.9952762347699,-86.79186812890936,723.4782876338012,930.1472370044222,-40.571342049767885,-213.99035939660675,-114.8566457198755,-348.54065742135975,241.98073048103845,-171.2281411592453,-420.49675073638593,145.04916257072833,122.81494157289832,187.7081555135293,-43.51719004309341,-224.68640507507953,-248.86031656624172,236.66552884650096,-309.37598882360487,-125.18303765377786,-205.5697972068063,-21.25045955578096,12.94276343956886,144.0267484096189,332.3401614206977,-82.50010701022028,93.75758840957594,235.37402542040218,-150.17254948318865,-146.57958586839342,-100.33866788160893,0.7285021601853336,268.51646672842617,-38.67001342017543,73.23296106497415,-217.90467806024643,49.32058523491736,47.49850542340748,5.45036681284469,-291.1308645005854,140.00005831705172,161.91209783361393
9,575.0979588532575,365.7414589625036,601.504252466134,174.0714417528545,-71.45872800348731,382.6685028318673,206.95712605384108,-262.74091462551473,-33.91502832923994,-111.43053932560278,323.07042597382093,1233.943619335959,37.640939483582294,-148.37403490698998,154.23767533161612,180.41743507926245,-123.2241566376602,-40.878927975101305,563.3233111836903,90.45480414074214,616.3120552633276,429.56861730477783,26.631036712544212,-418.95889858156346,-244.12548617818896,-51.90135899590647,-30.599057179662605,76.63086232809934,-30.59088958094217,239.4337837605295,307.5684466502455,294.20195362312137,305.88923958378916,157.49759838261554,-103.31413452837327,140.49550560622498,102.48138090882806,135.63391745725258,-163.43200033828853,-150.13460953420562,122.48500837105814,14.34023216156296,268.769833500022,-254.6881164946449,203.920833863862,-5.258033721739622,377.88701249629787,-160.98993848501854,-136.89214245474864,-197.63866553817215
