,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10
40,-136.86957836166707,0.4317615522259706,549.6197248991857,785.235106846654,164.74393329791116,-683.2654950268317,159.29752620300457,134.84595315894373,-753.4599814046522,-182.46231505791607
41,0.12713536948360776,-744.7364816165838,486.137022200973,88.83398762236017,41.08004271122139,-348.4666274528736,303.10920376928385,96.67555758374824,245.60268769301098,575.4856890007014
42,-271.5786824746026,113.15860310997813,658.2495577977895,-646.9372174208329,-75.68617060476186,-100.78039750709993,-472.69926495193215,-112.0424910857976,-297.10168625833694,-207.71306209393634
43,944.1717706560129,73.20435136612936,-956.660931716091,280.1969413421881,155.28832274016574,134.1333269795682,-171.53328804233277,381.90058323033696,-323.4579366996288,202.57348207101475
44,1127.9471262714806,464.2348304480831,324.1779167928593,-899.8831037863947,33.64342514420681,94.63809199220945,-201.34975492708435,352.8121732652502,-247.4355120589888,-48.925893077696365
45,-161.19641164825424,64.9460611546423,601.2278036221749,98.26850833648012,172.7975724155456,-599.7848251555884,525.4002046317098,88.24343868005514,-555.9459220505132,66.4226598193474
46,531.3084413472967,-93.2696561779534,464.9968561332952,1018.903155296029,518.2144074139275,636.2284379674601,-35.70577258430655,-215.65111007635747,-157.45610907083594,-211.40992192387216
47,77.2703916747215,265.987105551639,-51.29418452906232,2.2934740657831734,421.1951971078281,-517.7764293242884,575.1226866676251,186.26620252979606,-406.530129566852,-88.79129157004412
48,357.3253008192775,-294.80113482079094,1128.2290613952578,408.07688789814716,-252.82596887772357,248.65592099049988,-161.22710499334326,194.06450054874216,-271.45353363407685,-354.8341531074301
49,734.6732771652946,190.1853990930135,913.2322690352809,-17.14322494698953,-148.188075181943,531.045333614715,373.436034746788,-165.14391994992243,-53.42546631819249,353.67823524289105
50,-384.9629566307984,-330.4513984235457,-714.4827340132798,211.75246259352343,14.770154859529182,211.4710115877963,287.3365513918772,-591.3463830540277,42.64256220819337,110.38460997513249
51,-193.33158041097872,-394.6310294992332,564.4917075267604,-398.7997973854145,-96.71446716296263,-323.449568225445,304.9391491969449,-3.7343442784153855,696.1913522408574,9.381159176859992
52,-853.6062608215757,444.6582333179874,-280.83252459472226,-143.9463705152938,-416.4515509492525,216.97290587424337,-453.91313466997485,-97.86595361712727,-139.66864014100426,-420.36768117154924
53,588.7211885034029,-166.19255265136522,282.90168013283454,-457.33096460967016,-71.11938308572772,-285.53091110434735,-413.16871432054404,136.88879369328959,-116.07923786498883,-775.6750216503109
54,939.2603893222813,-75.1377060372206,-0.5532646748258975,-153.75018615308326,963.2659018501652,831.0982336695747,-159.42445224599655,150.20070855812628,30.130700290323695,46.90010037105087
55,8.977295835351477,-361.53490534172136,-12.285611656108882,-218.1940638688137,464.30002731002025,-539.1673667015132,189.63632171452346,381.9163653521223,348.64605501146684,-466.0613813882727
56,-411.7304067764825,352.85812880486225,566.6029509714799,-728.6211715820613,-184.4610868007286,-402.664157214557,205.97652388012486,69.90682660624633,43.248404131523635,-375.0125583280257
57,-146.71757686469863,-900.178427643348,326.55904910558377,6.004489428420757,-309.3898280869466,-273.8909646164131,-14.385180867679415,451.1833168534614,-79.93961644118613,-213.8204588267108
58,302.1444478418382,-570.0424860873811,1087.0555083094653,-70.4581189892259,-14.613716172689868,280.5147185616298,155.0059163062494,420.3669139495976,-61.5301593493204,-176.4294330140851
59,-649.4031876177767,-496.62967053523136,-302.2002615098367,238.3999125122668,-508.9923880912229,340.64278560998446,83.54830507556186,-83.34348134386472,-37.78033562840799,-221.6768133382083
60,-7.150683718445272,811.301521563292,544.640837493522,-671.8432736444665,-84.54909169493912,-304.9651174017621,340.1868379674036,236.18382474123845,513.8459457477682,-135.2536657741093
61,884.2285430326467,1239.8927924165569,357.3900614440251,31.868618694970543,-892.6429038806365,-206.451249291443,708.1672315678928,-348.26335741455534,690.6144417672532,-39.28166855524142
62,99.72810114521143,-335.9492729209163,179.81971687308837,123.45092137304805,205.15068101061738,247.71900025293345,-58.351601512790886,-50.345239681794126,412.23889020210885,-33.15070075129133
63,1380.5669806581097,871.0511447821431,-181.16055411939186,-416.14956220592273,417.37621901336166,-110.82621159417184,365.45661809760975,123.35181903481569,52.974235360167114,374.1924524471421
64,-516.8441889131941,-829.1085313070776,181.29505350930313,203.84179179072513,-289.78206058306614,-145.25494846053962,558.3309426640745,-234.73813056072547,209.33279045804954,302.3315528308724
65,-955.7839352669464,330.2146381970123,210.61562059558327,746.7578609556518,17.823102090873565,-187.13845031097995,39.5003380324369,-420.6743775595392,362.48573479690356,692.3403048216695
66,1213.6476677170858,493.15845658034067,371.4739115380367,-759.5598800939555,660.1441302725633,335.22874699934715,-193.10424253259436,101.91376806386418,-560.3396383015383,250.44527576763232
67,27.437739683589353,787.4018123651259,-191.30922910520707,635.2888316599174,-126.80963453062799,-227.70709666308318,-78.6963799111974,297.0309746142532,-125.75922402277196,-287.58990025387084
68,-204.2831998337464,-596.713590609244,-381.859383910381,-348.6669553215389,-222.56120830909066,96.49069626926062,295.5142023084138,-504.84442824371706,-13.274522236706991,99.49376948111758
69,515.773733932779,-454.77516441681644,-65.77391247395198,-79.9025828173758,218.7790147446858,-216.20592646863167,-547.193158022093,228.7481682387942,156.11928754810074,-461.95909553189534
70,1419.3615660110268,416.60942412562565,426.26132622357557,19.01282397891231,-39.124522850118645,403.5383540654364,-100.01108738118982,409.9627925136267,136.464584369982,480.8467746341956
71,-628.2704429174756,-43.152604506620705,1049.711332319978,-268.45097221136734,-1.8528035259743856,-176.61624129877922,-294.2791107639184,-340.2998864109765,205.71900559001062,16.655561318412786
72,-506.3576218062512,-619.7568971811131,-575.0122781222569,348.7154257890385,-396.1180498113467,211.10461403291944,277.1384077297073,-505.8137653330457,337.6751194224946,-134.1039144330738
73,73.54966532037702,-845.929662606514,-434.38389790972997,319.9389153012576,345.71322886857376,-323.6272186573087,-208.74867107342243,-12.71078995285982,141.1387325964228,20.33048183299432
74,304.0013829968314,4.081998864316849,-15.182061616503825,-772.1014582832365,450.3364254669021,-561.8481397106095,355.0077332834159,256.14431096001755,-206.89056289196944,-334.6989924040878
75,494.3546254644578,-343.2885562908738,-110.4711434365264,-55.30453886224006,-48.6172573730732,-306.88255301442223,-462.2365796092911,666.39702754222,-159.94509434939468,-365.93651872665885
76,-172.56801816744178,355.7876413806209,-56.33383688954416,471.2793732257607,209.26928585071278,-540.711930500545,81.38316409724003,-135.5377953932621,-339.79575698071346,118.4855991468126
77,914.0054043764866,395.7392670955625,-328.0654694433226,-247.4727451697027,1239.4157555220693,-32.496794790130046,564.4144461761871,0.15565353321759845,-296.4886424835917,-233.5205683082869
78,204.9833282640453,-448.8614639941001,235.83121967480312,754.2012058562491,84.11653684613724,-444.68008138076834,-386.3584635279801,-173.19507273372707,-291.6191074441529,-435.3757117905509
79,-885.9890209651359,284.4731994533525,552.1016661655282,227.5470201084322,-35.84184318874565,-393.50501800828437,-3.1094197587540435,16.15172401610999,297.4811298011124,618.6771064016598
80,6.349811426378019,498.59391897207644,177.74017527380178,141.5023806330618,17.623249279549142,-328.310567224906,1129.088275836383,450.5422677660464,-256.9758090535639,-242.43724414621894
81,-293.55972986873985,-557.5747964292793,-630.0775833709199,192.08635275105536,152.8544548558383,55.03340766887491,600.6606114095435,98.84364288139142,17.781953409471924,329.456419434094
82,-262.0076852263743,-622.6286143219619,673.9477313117411,118.26154782792631,-358.40434099760176,-323.74905724968863,97.47246877741065,-104.64834304790048,-65.87873813122387,171.6093375027798
83,360.7595717357326,198.52161303461347,-105.47860603859058,-299.4810264617635,-228.52160854548757,-501.68226639822797,0.7142414275513252,-395.080319212718,334.5355397298492,-802.6009347602754
84,240.15721029668842,-836.2255610533473,-13.003630462706024,-274.0756622712944,79.36674998174101,-322.8237596722169,-368.8849090101018,332.35565589148314,98.71299284954044,-68.51073088457929
85,-510.6096920759862,374.44683675992616,747.705598619644,-403.1201384568168,-339.31427973186396,-312.17445988474793,-939.947996904282,-292.74501381096,-110.67599095587994,43.2757482443999
86,-789.0183049079475,-58.66859018781624,-245.4659862835055,-87.18461945162011,-355.4378516726392,339.73809325915323,-176.9937855200159,-531.735593363811,302.66816598867297,-418.6269518662943
87,164.00176601180448,-215.20070737388735,169.06639427580674,-627.6222732347742,395.4870865927778,17.60884610729703,137.633124691985,-114.2460932291534,640.0617315842532,-242.84587349930104
88,749.4402676000136,-368.9837644067072,320.4023884921929,1097.9823210802192,274.66053524307193,592.0667106759059,-308.70757025988746,-234.5439441799247,-94.44400124740727,-272.51956296604493
89,740.1062474900364,-232.09129569677717,721.70792441933,1029.4116025038077,-4.267720373667787,295.8377560236024,-36.770846175283104,-619.5794074982315,149.58327848726276,-566.0053094425612
90,-94.54548380859863,-890.5923783084186,342.9350300889701,-52.0449222806019,237.02542819440953,18.323201164424315,-81.12156019866026,439.42172374414923,175.6590881891161,10.502681021220074
91,6.056614929504396,1114.9784407846412,-173.92252581249292,1330.4784305198236,-207.4961341800465,-562.8097495080896,-187.255775389211,279.52788142461884,46.44261064618325,628.6652294618985
92,-730.2005380958004,642.3697256462202,-192.49623378400105,-113.57804407217861,-18.196981873665308,-244.58550081845937,-42.313293246364914,10.245206131741357,-506.86148740533196,211.48488864833092
93,-508.3598597153847,-121.16899057453404,226.14865542065579,-440.21964273204,-316.4324299114412,94.42092396253872,157.94404496745832,421.8250360502007,-87.86153871446834,-363.8968078804152
94,-591.6798114467497,-128.4398311555655,1154.65367331339,-261.46847005245587,-360.07401319798885,-69.02422010291708,-108.69436681657473,-102.01271710445414,39.40232462991256,-126.31164259121131
95,-464.8882828891258,135.91699543656063,636.237327625924,-556.3758917221267,369.33633871257723,-69.24566743358598,116.77238341620634,279.0188615706033,-324.64139264964234,252.77372915056927
96,-886.4295376051689,1051.441478151435,16.926865017078352,-29.939024413116584,507.1036003087984,-333.64521378937934,-424.03979342336567,-8.677912039568909,668.6836361954948,83.28559675602405
97,505.63869877217707,111.10141173906321,-152.67231888780526,887.8354778230051,963.454547547937,-29.070432295266738,184.74069650736618,-371.63593536180525,-242.54168362604943,-100.02454977876552
98,459.86408473002376,228.20912481940564,-154.07397547984237,842.5442565558391,662.42168566763,83.7951005537849,-200.1522064741881,-280.67432111197786,-336.10260215971874,-113.93875472228927
99,955.8777205704766,-397.2934088208789,-390.30971128620547,137.50100149159542,836.021021487945,213.79718982875056,130.90796750561276,-163.3971710079453,449.9718815301971,204.48590792899364
100,1.5022411013183217,-741.1656146731233,-94.74094514026821,-121.74746832670037,169.7752110990924,-525.9785152339592,-319.94831274722037,145.69381801908526,-148.5241199148107,-76.61581398246126
101,708.1834917133561,-826.3737900025787,-102.27645668398576,106.02178619872912,830.1173794141579,69.41614351863461,-144.66104486856096,224.8441885425644,373.7387498256822,350.290486556823
102,-156.14283667943852,226.8358353349072,128.14216579946614,-534.4150189201139,-670.1687157999312,630.5785891899319,-314.59599162956533,-15.995210601489568,-96.20134044033213,-70.38868141956641
103,-411.9256665670753,798.9016735763504,436.09738213756776,-244.56785186307744,-26.326350776708924,-226.86344437387461,-1086.304358188215,-235.24335164566418,-366.13649773308435,421.22894276763327
104,53.25452735433741,-781.617574799272,432.01061345263435,112.20567434138054,257.8445544463657,-277.67419325651247,116.00531176049347,274.9365709571386,256.791958723358,252.03387422899831
105,637.7618764321164,-908.4014231943553,251.32033237118324,45.13320644490162,-444.7840419591714,-80.42501290453906,-142.23536550415474,310.3131106214843,525.960444816536,189.22435345424645
106,-278.0142071762501,276.9981821313432,-130.80799083898384,1157.283201113967,-24.790539310474315,-560.6815414140585,-455.8871982505517,-249.38701915470875,-108.77765281079826,-168.32578553459336
107,-90.11351722291559,-410.3578541550547,237.63191413749337,-68.52837845487879,-265.5647988720119,123.34014901401984,-478.11489667692217,-310.1108697775336,35.357821225532405,-152.2536942747757
108,-717.0251609159251,-215.79986486590002,286.2651387501285,679.2702783580424,-406.6844785900374,-158.34379759290346,-151.39204417289824,-429.9777883445154,-3.282530756553523,-376.12286921047667
109,-718.2358904096917,202.30522442242975,779.409760292282,-358.1665232291928,516.2225382228105,-202.53059022405932,-440.3574149600245,-176.8586851121336,-219.60490363193915,195.68981766619808
110,276.8742974556403,-706.2824514941439,-72.64206562101683,-299.93378838436206,296.4760009836561,-441.24736295518636,-215.24640703414528,55.81716521212442,-179.4920840745386,-250.8720041156971
111,-512.4795817900165,-225.07809501311382,641.4371210186697,327.51309073035776,-94.09018436569733,-104.29738953499294,24.298713223105562,419.3277767126678,385.15463047428653,146.23378879755228
112,843.3636201730341,233.93630019291504,341.81739620019584,-901.505663891627,122.87934992796065,85.21815320961598,-510.2547786907571,188.3173062841485,-424.9753618359107,72.24849305912508
113,885.2293917753362,-346.6169082944281,60.42919900474777,-672.5514606969421,157.4704940745233,-54.71603381184546,-356.47363465824185,7.485146407497228,58.959281242462545,37.83537895343538
114,687.8458946528771,63.38160179524623,107.37071704359475,-690.5858262095117,-66.70559579623473,27.142045581995745,-389.66655174936466,411.67661477049296,-799.0567676592017,480.34265736165077
115,384.0442766374538,-867.1375030582959,-321.3355857354751,212.87967474336816,-133.50516591118594,-352.80242862091745,400.8169380423285,96.51719908635145,601.4860083924289,73.87635586246786
116,796.7676988202816,-615.8760878454013,-317.97374334744273,241.35949305619675,-246.25178454177694,157.77888805685924,-411.60266809415236,367.0975577184668,181.4637581793298,242.34100698460912
117,-666.5536514352146,-94.01689967060308,691.4935181502013,-16.356999994219606,7.4562971822039295,574.9440449692046,35.17803400300968,282.16045879992816,142.2675862322003,228.79335285060048
118,1387.7220826517591,755.6624533346431,598.7187700903168,-274.08790458942553,-336.8982876820637,78.84963637777822,-119.12684537337883,421.4509241459134,-139.3583075008778,-245.07069500533476
119,-747.2540295277265,-169.74276984612126,550.4469580995064,-397.5752861754404,417.8432748138676,160.3885047251432,45.66658149031248,-182.4694952185001,402.23819308501027,-383.3661835966767
120,-876.416660629835,401.2235019898164,-671.7379909701593,35.942421321950036,2.686921867229121,251.99849919068438,-192.1169552486156,-316.9091076848147,-107.8098276082587,-177.55028123352838
121,-407.9845932025066,1316.3319978258942,-451.4724330252113,551.5330593879435,240.23237557089294,-102.63080792736517,-398.94248878472735,-4.105612774996882,882.0023892056498,187.25422388550163
122,593.9064215420084,341.51048456000024,-59.262376565029584,1137.259740829424,326.8320584523167,-195.711203487276,-449.4636518857607,-100.90465023340272,-744.8261798219291,-222.68192284017567
123,871.1617389180558,141.52622218958973,-562.6555851313193,122.73353046056047,-534.0745526569846,229.22814612099668,55.97056444220179,687.9465723949336,-187.25576736743045,674.1182382762039
124,-356.3745478783899,-495.72193025364055,-206.72798222437345,429.2744134739744,362.7341749703369,-348.91198792293005,93.40005923167301,-586.9068588697778,123.04650859980651,540.7823577911529
125,-180.61958521837965,-165.32270739700374,-438.2202880709439,-463.34886798028464,392.81725538268006,-9.943127993914972,255.38292761584387,374.42881031377993,-731.9734814731704,49.68918325684609
126,-224.9788038795578,338.57160429389756,126.76107784219151,-373.8283625966542,141.64880556228144,-802.3877099777214,-276.49303179141367,254.57176858387476,-282.27560024676285,-133.57361855825366
127,638.9707267527284,58.07191438300501,624.9366007201475,-563.6299987095423,367.958219645728,588.5731721455289,417.9347622906985,-91.1427095038264,-129.23132955668032,332.6952470125023
128,-333.3988465428053,246.33645849149275,160.8130932077771,-68.39423365611378,-435.4546605077547,303.76356774997623,-116.45480624788289,31.209968449197802,132.52079984808591,318.2391759486402
129,597.8754663708614,285.5511736033374,-310.57990770262757,47.79965527007926,-495.5918612301504,599.0417778549984,494.5734182425773,73.25162586700523,-86.85831923344837,635.6519756710981
130,-824.8705463393942,524.6212037382523,608.8867964850931,-25.874920870667975,734.4043147317838,-201.82932949229294,-508.6162747674137,-150.90458665088477,80.85170693453497,285.92567670874746
131,-804.8437749185696,-330.98995842320124,694.5101131345504,-172.5143033290004,-167.95903956349488,286.19047075929365,330.37377406327147,-293.30375523014527,184.26177686344735,-28.408858233463295
132,983.7922771026545,-482.40002274877855,164.2158060860169,-271.8062951563163,167.6835897063668,3.3335341846722524,-179.9520090927023,298.73301724183665,429.73156588812316,-488.4184341468241
133,825.7805785703065,-653.2544274349126,233.85281848428602,-113.20971744901001,725.6148860595539,226.8048982622536,-463.12993111045313,405.6416514836218,39.09499164138864,-75.02343489390596
134,388.32840853327036,-202.6926799021882,297.9638344083555,1224.7215574748022,205.52330765445484,-332.60727020586364,-358.0375709975283,-163.74354914142114,-321.3233797531069,-525.4001890138701
135,-179.55449480516148,-392.8466284018147,316.42068771313166,633.3393302724345,307.7942834191023,-520.3186167637549,332.79499520756684,-203.84156679877609,-214.89887435085578,18.4829611726792
136,-710.9165875590028,292.35483274647777,266.3069580340354,269.4988171943204,607.2544884174406,-320.15915621979804,-182.37822143062044,353.6075069760842,-11.836750453005145,292.324676171252
137,779.2962444331058,-825.8028329569798,-173.06435919903168,442.63427462847125,433.30119405085077,-8.742736758247693,191.35986682345197,74.02035855601058,570.6832839978491,-82.19501703774965
138,-343.8873425137313,-380.93583078918556,-52.559630257151106,713.4058631310777,-51.330664765606194,-568.9888116765169,11.596539540648262,-69.15115639764774,-201.553311300553,-49.31471501704252
139,652.3679137481382,401.0405785606044,1058.8740792255571,-350.3196725502712,-24.33137175367686,559.6398660281093,743.5778460772534,304.9076993226858,34.48471463228833,-364.1225635851798
140,-317.99990254935705,248.14444714534105,-492.28028627121023,-84.9743426684991,-796.8837243334143,-90.73579650036415,213.14464999733494,427.7056502294411,-291.306372323261,-320.83494895424565
141,-318.9304922095189,851.0551233494966,305.8705876568518,-18.832134893102292,-428.72882210084856,-557.8994375181181,-82.36320701830924,132.6219109796755,642.0939617581001,-206.4365916250274
142,-767.9836163133557,182.88309722703804,-457.78549869477746,38.638415809866814,-8.258036336275653,-32.52122417688653,-68.23424551890159,-333.91064971873953,-333.93067306875673,101.48384259380543
143,-325.6441111774138,-221.50910873707883,425.80049793183554,762.5883445249274,-222.98437277229303,-78.17828175456245,195.4434224004589,486.3011549799154,-390.882754095886,-146.25823361305567
144,256.1893472124217,-730.8109064211366,-216.15607436233796,34.869146432670604,176.1412070206668,-531.9432423907334,-209.36789762009448,380.9236025322112,99.16034008417297,-423.6491888418491
145,-718.093045307202,465.2792443424969,-101.00547412900455,165.7800964837972,293.60399057738795,-166.021681495094,-65.0886763495277,497.65221643848815,-288.4080155939824,457.65326625962325
146,-107.2019947442001,-675.5988083845642,221.19838445578776,400.1686148908545,-676.2774458639296,-325.5768366563885,-107.25182396262485,270.2463111902483,-219.23924443810589,-55.93956609897791
147,339.622898927796,-781.2367998203963,246.4151904179147,173.42354337050884,103.6901693330629,259.04546950146556,219.14710044530008,165.5725342073423,384.48499567369174,433.23817441209826
148,-786.8794145692347,-160.00172296809032,39.29387179138953,-92.16716334088103,270.80403748901,415.2504555963767,204.06693272436084,-227.44588281484278,-491.24409394774875,38.46594819621991
149,650.6306118987608,-919.8524677766607,435.09552192796446,168.57677390441697,210.64418360089078,-108.5858034752625,-83.98292552747742,458.7107806829238,492.70902817602246,-113.07760030601372
150,-629.3874469178155,-92.31260218648691,-158.9725564884329,-549.2999367592917,-276.4410802893363,41.64823795573941,28.490381472693123,-348.23418374995236,-280.36812657074546,-245.85544611581327
151,794.8484574012707,76.84817023677293,318.6074341851329,-167.38640986610582,-105.03662571680869,644.8424181621134,-381.93166604662235,-547.5870641826679,-743.6726686106657,297.20371083780725
152,-786.0343884499396,141.69127171269375,76.21191024703002,-451.00124385065,119.19280666729101,386.99400423537486,-47.37496490415585,202.0179120475776,-449.22168336167846,206.6752932726937
153,-672.4053498387832,-446.2478992472684,267.3395349234022,-430.1495962916599,-22.798177520204625,-54.01547281971508,525.3341032498828,-209.6652358837102,-70.6879275989349,245.1191816825238
154,-596.4010301145704,-345.81510143440715,-374.28785891017577,-339.12820993882065,154.44476385746614,260.85760529530614,555.5593621348387,-116.9779967917463,-290.295424846964,-551.2243221089782
155,264.9396048361195,-89.90337836427345,343.12954815743035,-815.2081030071577,431.54441251821345,-73.39818564258202,-506.88450138122926,-235.8585625653085,-536.5463176862776,-15.526637452265785
156,469.4870322654847,173.75521095475023,-46.157980229830976,-803.2472639063856,148.91311956725826,-543.9475862295093,-1.869720606832945,-59.76802242568252,-207.3495128337293,-344.8706306455757
157,-999.8587932438186,606.473597626603,-177.75719762396355,114.59223740381529,233.22535201263764,-37.13022619436172,-381.8653840164222,-220.0731528233321,62.65574680218736,17.911130551710436
158,-471.75829615485253,122.92950594570117,-84.31017065106684,1057.675846094494,381.87317935561,-88.60840358708879,-329.64891698067413,212.06529238997672,20.355821089146804,18.744775125388863
